geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,madrid_hdbscan_5_5
POINT (-3.706438 40.3469729),,,post_box,,,,,,,,,,,-3.706438,40.3469729,-412601,4491425,,131
POINT (-3.7069609 40.3468715),Banco Santander,,bank,,,,,,,,Banco Santander,,,-3.7069609,40.3468715,-412659,4491414,banco santander,131
POINT (-3.706528 40.3469308),Caixabank,,bank,,,,,,,,Caixabank,,,-3.706528,40.3469308,-412611,4491420,caixabank,131
POINT (-3.7062907 40.346859),,lottery,,,,,,,,,,,,-3.7062907,40.346859,-412584,4491412,,131
POINT (-3.707029 40.3457862),Los primos,greengrocer,,,,,,,,,,,,-3.707029,40.3457862,-412666,4491293,los primos,131
POINT (-3.7069426 40.3457921),Dia,supermarket,,,,,,,,,Dia,,,-3.7069426,40.3457921,-412657,4491294,dia,131
POINT (-3.7031684 40.4151832),Oysho,clothes,,,,,,Calle de Carretas,27,28012,Oysho,,,-3.7031684,40.4151832,-412237,4499018,oysho,1247
POINT (-3.7031751 40.4151423),,,restaurant,,,,,Calle de Carretas,29,28012,,,,-3.7031751,40.4151423,-412237,4499014,,1247
POINT (-3.7031895 40.415097),Nicolas Moya,books,,,,,,Calle de Carretas,29,28012,,,,-3.7031895,40.415097,-412239,4499009,nicolas moya,1247
POINT (-3.70319 40.4150457),Oasis,clothes,,,,,,Calle de Carretas,31,28012,Oasis,,,-3.70319,40.4150457,-412239,4499003,oasis,1247
POINT (-3.7032311 40.4147118),Souvenirs Madrid,gift,,,,,,Calle de Carretas,33,28012,,,,-3.7032311,40.4147118,-412244,4498966,souvenirs madrid,1247
POINT (-3.694467 40.4239619),,,post_box,,,,,,,,Correos,Correos,,-3.694467,40.4239619,-411268,4499995,,1091
POINT (-3.7067466 40.3447153),Nuestra Señora del Carmen,,school,,,,,,,,,,,-3.7067466,40.3447153,-412635,4491174,nuestra señora del carmen,131
POINT (-3.7063802 40.3454817),La Picota,,pub,,,,,,,,,,,-3.7063802,40.3454817,-412594,4491259,la picota,131
POINT (-3.7060799 40.3460958),Panflor,bakery,,,,,,,,,,,,-3.7060799,40.3460958,-412561,4491327,panflor,131
POINT (-3.7062936 40.3460902),English Connection,,,,,educational_institution,,,,,,,,-3.7062936,40.3460902,-412585,4491327,english connection,131
POINT (-3.7066431 40.3452901),Triunfo,hairdresser,,,,,,,,,,,,-3.7066431,40.3452901,-412624,4491238,triunfo,131
POINT (-3.7065302 40.3455336),Peluquería España,hairdresser,,,,,,,,,,,,-3.7065302,40.3455336,-412611,4491265,peluquería españa,131
POINT (-3.7052918 40.34864),Chino Dani,convenience,,,,,,,,,,,,-3.7052918,40.34864,-412473,4491611,chino dani,131
POINT (-3.7074699 40.3468957),Chino Plaza,convenience,,,,,,,,,,,,-3.7074699,40.3468957,-412716,4491416,chino plaza,131
POINT (-3.7073253 40.3474079),Bar Asturias,,pub,,,,,,,,,,,-3.7073253,40.3474079,-412699,4491473,bar asturias,131
POINT (-3.7267412 40.4436534),,,atm,,,,,,,,,Santander,,-3.7267412,40.4436534,-414861,4502187,,87
POINT (-3.7267463 40.4436991),,,atm,,,,,,,,,Bankia,,-3.7267463,40.4436991,-414861,4502193,,87
POINT (-3.6989125 40.4503194),Sarajevo,,bar,,,,,,,,,,,-3.6989125,40.4503194,-411763,4502930,sarajevo,739
POINT (-3.6984257 40.4508695),Pasteleria Mallorca,,cafe,,,,,,,,,,,-3.6984257,40.4508695,-411709,4502991,pasteleria mallorca,739
POINT (-3.6984097 40.4508405),Mallorca,bakery,,,,,,,,,,,,-3.6984097,40.4508405,-411707,4502988,mallorca,739
POINT (-3.692395 40.3750338),La Gastroteca de Peláez,,restaurant,,,,,,,,,,,-3.692395,40.3750338,-411037,4494549,la gastroteca de peláez,116
POINT (-3.7113803 40.4728503),El Arripies,books,,,,,,,,,,,,-3.7113803,40.4728503,-413151,4505438,el arripies,449
POINT (-3.7096108 40.4122364),Viejo madrid,,restaurant,,,,,Calle de la Cava Baja,32,28005,,,,-3.7096108,40.4122364,-412954,4498690,viejo madrid,1179
POINT (-3.7084552 40.4216241),Zapshop,shoes,,,,,,Gran Vía,55,28013,,,,-3.7084552,40.4216241,-412825,4499735,zapshop,1257
POINT (-3.6923799 40.3745271),,,post_box,,,,,,,,,,,-3.6923799,40.3745271,-411036,4494492,,116
POINT (-3.6920055 40.3747121),Pérez,hairdresser,,,,,,,,,,,,-3.6920055,40.3747121,-410994,4494513,pérez,116
POINT (-3.6923568 40.3749065),La Selva,,bar,,,,,,,,,,,-3.6923568,40.3749065,-411033,4494535,la selva,116
POINT (-3.6874803 40.3857051),Carrefour Express,convenience,,,,,,Calle Puerto Serrano,14,28045,Carrefour Express,,,-3.6874803,40.3857051,-410490,4495737,carrefour express,299
POINT (-3.695712 40.4224273),Lumas,photo,,,,,,Calle del Barquillo,23,28004,,,,-3.695712,40.4224273,-411407,4499825,lumas,1183
POINT (-3.6961829 40.4225439),Artes gráficas Gravins,copyshop,,,,,,,,,,,,-3.6961829,40.4225439,-411459,4499838,artes gráficas gravins,1183
POINT (-3.7086334 40.4325782),Clínica del Dolor de Madrid,,hospital,,hospital,,,Calle de Vallehermoso,26,28015,,,,-3.7086334,40.4325782,-412845,4500955,clínica del dolor de madrid,968
POINT (-3.6865066 40.4672565),Donde Natalia,,pub,,,,,Calle de Enrique Larreta,3,28036,,,,-3.6865066,40.4672565,-410382,4504815,donde natalia,677
POINT (-3.6957518 40.426901),Quispe,,restaurant,,,,,Calle de Orellana,1,,,,,-3.6957518,40.426901,-411411,4500323,quispe,1087
POINT (-3.7089596 40.4781671),Telas El Pozo,sewing,,,,,,,,,,,,-3.7089596,40.4781671,-412881,4506030,telas el pozo,468
POINT (-3.7090191 40.4781555),Loterías 205,lottery,,,,,,,,,,,,-3.7090191,40.4781555,-412888,4506028,loterías 205,468
POINT (-3.6962651 40.4262223),La sanducherie,,fast_food,,,,,"Calle Santa Teresa, 1, Madrid",,28004,,,,-3.6962651,40.4262223,-411468,4500247,la sanducherie,1087
POINT (-3.6957266 40.4268783),Mejillón,,restaurant,,,,,,,28000,,,,-3.6957266,40.4268783,-411408,4500320,mejillón,1087
POINT (-3.6964756 40.4261932),Cripeka,,cafe,,,,,"Calle Santa Teresa, 2, Madrid",,28004,,,,-3.6964756,40.4261932,-411492,4500244,cripeka,1087
POINT (-3.7082344 40.4299786),La marina,pastry,,,,,,"Calle de Alberto Aguilera, 14, Madrid",,28015,,,,-3.7082344,40.4299786,-412801,4500665,la marina,1102
POINT (-3.7278148 40.442469),Reprografía,copyshop,,,,,,,,,,,,-3.7278148,40.442469,-414980,4502056,reprografía,87
POINT (-3.7116712 40.4730539),Rico Grill,,restaurant,,,,,,,,,,,-3.7116712,40.4730539,-413183,4505460,rico grill,449
POINT (-3.7100477 40.4119289),Dejuan,,pub,,,,,,,,,,,-3.7100477,40.4119289,-413003,4498656,dejuan,1179
POINT (-3.697089 40.4259431),Mural,,,viewpoint,,,,,,,,,,-3.697089,40.4259431,-411560,4500216,mural,1087
POINT (-3.6935775 40.4126243),,,post_box,,,,,,,,Correos,Correos,,-3.6935775,40.4126243,-411169,4498733,,1072
POINT (-3.6937076 40.4125322),Embajada de Siria,,,,,diplomatic,,Plaza de la Platería de Martínez,1,28014,,,,-3.6937076,40.4125322,-411184,4498723,embajada de siria,1072
POINT (-3.6867427 40.4666918),Anthropos,,,,psychotherapist,,,Calle de Mateo Inurria,11,28036,,,,-3.6867427,40.4666918,-410408,4504752,anthropos,677
POINT (-3.683333 40.4172646),,,,viewpoint,,,,,,,,,,-3.683333,40.4172646,-410029,4499250,,211
POINT (-3.7080759 40.4160278),Turrones Vicens,chocolate,,,,,,Calle Mayor,41,,,,,-3.7080759,40.4160278,-412783,4499112,turrones vicens,1225
POINT (-3.7206152 40.4294415),,,post_box,,,,,,,,,,,-3.7206152,40.4294415,-414179,4500605,,993
POINT (-3.6911914 40.4287821),Hotel One Shot Fortuny 07,,,hotel,,,,Calle de Fortuny,7,,,,,-3.6911914,40.4287821,-410903,4500532,hotel one shot fortuny 07,712
POINT (-3.732426 40.4120452),Tintorerías Leganés,dry_cleaning,,,,,,Paseo de Extremadura,71,28011,,,,-3.732426,40.4120452,-415494,4498669,tintorerías leganés,452
POINT (-3.7307045 40.4400653),Cafetería de la ETSAM,,cafe,,,,,Calle de Paul Guinard,,28040,,,,-3.7307045,40.4400653,-415302,4501788,cafetería de la etsam,87
POINT (-3.711001 40.4116415),Mercería,fabric,,,,,,,,,,,,-3.711001,40.4116415,-413109,4498624,mercería,1179
POINT (-3.7105959 40.4126774),El Perro de Pavlov,,cafe,,,,,,,,,,,-3.7105959,40.4126774,-413064,4498739,el perro de pavlov,1179
POINT (-3.6957072 40.4224786),Dan John,clothes,,,,,,,,,Dan John,,,-3.6957072,40.4224786,-411406,4499830,dan john,1183
POINT (-3.6867205 40.4666972),Alimentación,convenience,,,,,,Calle de Mateo Inurria,11,,,,,-3.6867205,40.4666972,-410406,4504753,alimentación,677
POINT (-3.6867851 40.4666838),Fisiofix,,clinic,,physiotherapist;podiatrist,,,Calle de Mateo Inurria,11,,,,,-3.6867851,40.4666838,-410413,4504751,fisiofix,677
POINT (-3.6868925 40.4666481),Lastresmarías,clothes,,,,,,Calle de Mateo Inurria,9,28036,,,,-3.6868925,40.4666481,-410425,4504747,lastresmarías,677
POINT (-3.6994571 40.4598495),Poly,toys,,,,,,,,,,,,-3.6994571,40.4598495,-411824,4503990,poly,920
POINT (-3.7126624 40.472781),Ga-Ma,,cafe,,,,,,,,,,,-3.7126624,40.472781,-413294,4505430,ga-ma,449
POINT (-3.7126019 40.4727549),Tontorerías Madrid,dry_cleaning,,,,,,,,,,,,-3.7126019,40.4727549,-413287,4505427,tontorerías madrid,449
POINT (-3.712541 40.4727552),Tres x Tres,,pub,,,,,,,,,,,-3.712541,40.4727552,-413280,4505427,tres x tres,449
POINT (-3.7286263 40.4437748),Oficina de Correos,,post_office,,,,,Calle Arquitecto López Otero,3,28040,Correos,Correos,,-3.7286263,40.4437748,-415071,4502201,oficina de correos,87
POINT (-3.6989014 40.4153709),Arrocería Marina Ventura,,restaurant,,,,,,,,,,,-3.6989014,40.4153709,-411762,4499039,arrocería marina ventura,1214
POINT (-3.7109162 40.4726777),,convenience,,,,,,,,,,,,-3.7109162,40.4726777,-413099,4505418,,449
POINT (-3.7106586 40.4727859),Ibiza,,cafe,,,,,,,,,,,-3.7106586,40.4727859,-413071,4505431,ibiza,449
POINT (-3.7110315 40.4726706),Triana,,cafe,,,,,,,,,,,-3.7110315,40.4726706,-413112,4505418,triana,449
POINT (-3.7524761 40.3733292),Galway Meeting Point,,language_school,,,,,Calle de Joaquín Turina,12,28044,,,,-3.7524761,40.3733292,-417726,4494359,galway meeting point,518
POINT (-3.7078365 40.492931),La Barra de Pintxos,,restaurant,,,,,,,,,,,-3.7078365,40.492931,-412756,4507673,la barra de pintxos,158
POINT (-3.7078642 40.4929738),Gilmar,,,,,estate_agent,,,,,,,,-3.7078642,40.4929738,-412759,4507678,gilmar,158
POINT (-3.7061646 40.4923868),De Salas,,,,,estate_agent,,,,,,,,-3.7061646,40.4923868,-412570,4507612,de salas,158
POINT (-3.7102941 40.411749),Bellagio,,fast_food,,,,,,,,,,pizza,-3.7102941,40.411749,-413030,4498636,bellagio,1179
POINT (-3.7107998 40.4116626),El Camarote,,restaurant,,,,,Plaza de la Puerta de Moros,8,28005,,,,-3.7107998,40.4116626,-413086,4498626,el camarote,1179
POINT (-3.710828 40.4118108),Cañas y Tapas,,pub,,,,,,,,,,spanish,-3.710828,40.4118108,-413089,4498643,cañas y tapas,1179
POINT (-3.731913 40.4391166),Aula Museo de Construcción,,,museum,,,,,,,,,,-3.731913,40.4391166,-415437,4501682,aula museo de construcción,87
POINT (-3.6902199 40.428134),Embajada de Finlandia,,,,,diplomatic,,Paseo de la Castellana,15,28046,,,,-3.6902199,40.428134,-410795,4500460,embajada de finlandia,712
POINT (-3.6902904 40.428128),Embajada de Haití,,,,,diplomatic,,Paseo de la Castellana,15,28046,,,,-3.6902904,40.428128,-410803,4500459,embajada de haití,712
POINT (-3.690205 40.4281793),Embajada de Catar,,,,,diplomatic,,Paseo de la Castellana,15,28046,,,,-3.690205,40.4281793,-410794,4500465,embajada de catar,712
POINT (-3.695577 40.422448),Tuk Tuk,,restaurant,,,,,Calle del Barquillo,26,28004,,,asian,-3.695577,40.422448,-411392,4499827,tuk tuk,1183
POINT (-3.7524707 40.4069442),Clarel,chemist,,,,,,,,,Clarel,,,-3.7524707,40.4069442,-417725,4498101,clarel,457
POINT (-3.7532201 40.4064781),Mapfre,,,,,insurance,,,,,Mapfre,,,-3.7532201,40.4064781,-417808,4498049,mapfre,457
POINT (-3.7538117 40.4061063),House Madrid,,,,,estate_agent,,,,,,,,-3.7538117,40.4061063,-417874,4498008,house madrid,457
POINT (-3.7538019 40.4048757),Peluquería Yolanda,hairdresser,,,,,,,,,,,,-3.7538019,40.4048757,-417873,4497871,peluquería yolanda,457
POINT (-3.753763 40.4055065),Granja del Molino,farm,,,,,,,,,,,,-3.753763,40.4055065,-417869,4497941,granja del molino,457
POINT (-3.6841865 40.4520051),Fundación Nacional Francisco Franco,,,,,political_party,,,,,,,,-3.6841865,40.4520051,-410124,4503117,fundación nacional francisco franco,607
POINT (-3.6136014 40.3702664),Clínica dental La Gavia,,dentist,,dentist,,,,,,,,,-3.6136014,40.3702664,-402266,4494018,clínica dental la gavia,71
POINT (-3.69561 40.4233802),Electrónica Lila,hifi,,,,,,Calle del Barquillo,35,28004,,,,-3.69561,40.4233802,-411395,4499931,electrónica lila,1183
POINT (-3.6955267 40.4231977),Simply City,convenience,,,,,,Calle del Barquillo,36,28004,Simply City,,,-3.6955267,40.4231977,-411386,4499910,simply city,1183
POINT (-3.6955195 40.4230454),La Cachapera,,restaurant,,,,,Calle del Barquillo,34,28004,,,cachapa;venezuelan,-3.6955195,40.4230454,-411385,4499893,la cachapera,1183
POINT (-3.6955427 40.4229162),Musical Barquillo,hifi,,,,,,,,,,,,-3.6955427,40.4229162,-411388,4499879,musical barquillo,1183
POINT (-3.695547 40.4228469),GANT,clothes,,,,,,,,,GANT,,,-3.695547,40.4228469,-411388,4499871,gant,1183
POINT (-3.6955614 40.4227045),Santa Rita,clothes,,,,,,,,,,,,-3.6955614,40.4227045,-411390,4499855,santa rita,1183
POINT (-3.6955356 40.4225864),Doble AA,clothes,,,,,,,,,,,,-3.6955356,40.4225864,-411387,4499842,doble aa,1183
POINT (-3.695664 40.422595),Baileys,clothes,,,,,,,,,,,,-3.695664,40.422595,-411401,4499843,baileys,1183
POINT (-3.6956564 40.4226967),HIFI 25,hifi,,,,,,,,,,,,-3.6956564,40.4226967,-411400,4499855,hifi 25,1183
POINT (-3.6956462 40.4228319),Hiper Bazar,variety_store,,,,,,,,,,,,-3.6956462,40.4228319,-411399,4499870,hiper bazar,1183
POINT (-3.6956415 40.4228982),Herbolario Salud Mediterránea,herbalist,,,,,,Calle del Barquillo,29,28004,,,,-3.6956415,40.4228982,-411399,4499877,herbolario salud mediterránea,1183
POINT (-3.7511411 40.3754638),Dinomascota,pet,,,,,,,,,,,,-3.7511411,40.3754638,-417577,4494597,dinomascota,518
POINT (-3.7510664 40.3753559),Regalos Martín,gift,,,,,,,,,,,,-3.7510664,40.3753559,-417569,4494585,regalos martín,518
POINT (-3.7510744 40.3751436),Bar-Restaurante Charly,,bar,,,,,,,,,,,-3.7510744,40.3751436,-417570,4494561,bar-restaurante charly,518
POINT (-3.7510744 40.3750927),Fajas Ruiz,clothes,,,,,,,,,,,,-3.7510744,40.3750927,-417570,4494555,fajas ruiz,518
POINT (-3.751071 40.3748626),El As del Pollo,,fast_food,,,,,,,,,,chicken,-3.751071,40.3748626,-417569,4494530,el as del pollo,518
POINT (-3.7510901 40.3747312),Somos lo que comemos,butcher,,,,,,,,,,,,-3.7510901,40.3747312,-417571,4494515,somos lo que comemos,518
POINT (-3.7511613 40.3746103),Kashaq,clothes,,,,,,,,,,,,-3.7511613,40.3746103,-417579,4494502,kashaq,518
POINT (-3.7511734 40.3745721),Nuevo Decor,interior_decoration,,,,,,,,,,,,-3.7511734,40.3745721,-417581,4494497,nuevo decor,518
POINT (-3.7512393 40.3744255),BBVA,,bank,,,,,,,,BBVA,,,-3.7512393,40.3744255,-417588,4494481,bbva,518
POINT (-3.7507188 40.3750143),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-3.7507188,40.3750143,-417530,4494547,caixabank,518
POINT (-3.7507173 40.3748888),Chipper-Digi,mobile_phone,,,,,,,,,,,,-3.7507173,40.3748888,-417530,4494533,chipper-digi,518
POINT (-3.7507764 40.3746783),La Plaza de DIA,supermarket,,,,,,,,,La Plaza de DIA,,,-3.7507764,40.3746783,-417536,4494509,la plaza de dia,518
POINT (-3.7509136 40.3743649),G P Murillo,paint,,,,,,,,,,,,-3.7509136,40.3743649,-417552,4494474,g p murillo,518
POINT (-3.75075 40.374773),Expendeduria Número 379,tobacco,,,,,,,,,,,,-3.75075,40.374773,-417533,4494520,expendeduria número 379,518
POINT (-3.7507285 40.3748332),Opticas Factory BOOM.,optician,,,,,,,,,,,,-3.7507285,40.3748332,-417531,4494526,opticas factory boom.,518
POINT (-3.7509515 40.3740254),Ms & Mr Language,,language_school,,,,,,,,,,,-3.7509515,40.3740254,-417556,4494437,ms & mr language,518
POINT (-3.7509556 40.3739108),Unide Market,supermarket,,,,,,,,,,,,-3.7509556,40.3739108,-417556,4494424,unide market,518
POINT (-3.7512606 40.3743557),La Frutería del Barrio,greengrocer,,,,,,,,,,,,-3.7512606,40.3743557,-417590,4494473,la frutería del barrio,518
POINT (-3.7512985 40.3742762),Oroquiel,pawnbroker,,,,,,,,,,,,-3.7512985,40.3742762,-417595,4494464,oroquiel,518
POINT (-3.7513531 40.3740826),Farmacia Tavira Zamora,,pharmacy,,pharmacy,,,,,,,,,-3.7513531,40.3740826,-417601,4494443,farmacia tavira zamora,518
POINT (-3.7514074 40.3739682),Administración de Lotería 511,lottery,,,,,,,,,,,,-3.7514074,40.3739682,-417607,4494430,administración de lotería 511,518
POINT (-3.7510776 40.3749514),Super Bazar,variety_store,,,,,,,,,,,,-3.7510776,40.3749514,-417570,4494540,super bazar,518
POINT (-3.7510738 40.3753085),Mini Mercado,convenience,,,,,,,,,,,,-3.7510738,40.3753085,-417570,4494579,mini mercado,518
POINT (-3.7510576 40.375402),Majessia,bakery,,,,,,,,,,,,-3.7510576,40.375402,-417568,4494590,majessia,518
POINT (-3.7507094 40.3752203),Mara frutas y verduras,greengrocer,,,,,,,,,,,,-3.7507094,40.3752203,-417529,4494570,mara frutas y verduras,518
POINT (-3.7057487 40.4216602),,,post_box,,,,,,,,,,,-3.7057487,40.4216602,-412524,4499739,,1326
POINT (-3.752635 40.3726393),Imprenta Fotocopias,stationery,,,,,,,,,,,,-3.752635,40.3726393,-417743,4494282,imprenta fotocopias,518
POINT (-3.7524622 40.3727632),Artes Gráficas Cañada S.L.,stationery,,,,,,,,,,,,-3.7524622,40.3727632,-417724,4494296,artes gráficas cañada s.l.,518
POINT (-3.7520496 40.373028),Magnolia,florist,,,,,,,,,,,,-3.7520496,40.373028,-417678,4494325,magnolia,518
POINT (-3.7515902 40.3733129),Panadería Grosella,bakery,,,,,,,,,,,,-3.7515902,40.3733129,-417627,4494357,panadería grosella,518
POINT (-3.7516532 40.3731364),Brandon's,,restaurant,,,,,,,,,,,-3.7516532,40.3731364,-417634,4494338,brandon's,518
POINT (-3.7516756 40.3730775),Merceria Hace Arreglos,sewing,,,,,,,,,,,,-3.7516756,40.3730775,-417637,4494331,merceria hace arreglos,518
POINT (-3.7516959 40.3730202),Decoforma,interior_decoration,,,,,,,,,,,,-3.7516959,40.3730202,-417639,4494325,decoforma,518
POINT (-3.7516146 40.3732107),Bar Doble-Pe,,bar,,,,,,,,,,,-3.7516146,40.3732107,-417630,4494346,bar doble-pe,518
POINT (-3.7517455 40.3728719),Teo Kebab,,fast_food,,,,,,,,,,kebab,-3.7517455,40.3728719,-417644,4494308,teo kebab,518
POINT (-3.7518203 40.372694),Gimnasio Emperatriz,,,,,,fitness_centre,,,,,,,-3.7518203,40.372694,-417653,4494288,gimnasio emperatriz,518
POINT (-3.7518215 40.3731929),Está en ti,hairdresser,,,,,,,,,,,,-3.7518215,40.3731929,-417653,4494344,está en ti,518
POINT (-3.7529041 40.3724704),Casa Frami,,,guest_house,,,,,,,,,,-3.7529041,40.3724704,-417773,4494263,casa frami,518
POINT (-3.7522633 40.3720355),Merkalatino,convenience,,,,,,,,,,,,-3.7522633,40.3720355,-417702,4494215,merkalatino,518
POINT (-3.7524319 40.3718443),Peluquería Otman,hairdresser,,,,,,,,,,,,-3.7524319,40.3718443,-417721,4494194,peluquería otman,518
POINT (-3.7525159 40.371766),Alimentacion Latina Rumana,convenience,,,,,,,,,,,,-3.7525159,40.371766,-417730,4494185,alimentacion latina rumana,518
POINT (-3.7530774 40.3723669),"Molduras Cuadros ""El 20""",frame,,,,,,,,,,,,-3.7530774,40.3723669,-417793,4494252,"molduras cuadros ""el 20""",518
POINT (-3.7516662 40.3723258),Res Peluqueros,hairdresser,,,,,,,,,,,,-3.7516662,40.3723258,-417635,4494247,res peluqueros,518
POINT (-3.7516305 40.3724277),City Bazar S.L,variety_store,,,,,,,,,,,,-3.7516305,40.3724277,-417632,4494259,city bazar s.l,518
POINT (-3.7514885 40.3727463),Carnicería Anwal,butcher,,,,,,,,,,,,-3.7514885,40.3727463,-417616,4494294,carnicería anwal,518
POINT (-3.7514401 40.3728297),La Nueva Fotografia,photo,,,,,,,,,,,,-3.7514401,40.3728297,-417610,4494303,la nueva fotografia,518
POINT (-3.7510115 40.3734417),Persianas DAS,window_blind,,,,,,,,,,,,-3.7510115,40.3734417,-417563,4494372,persianas das,518
POINT (-3.7510773 40.3733802),Mesón Lucio,,restaurant,,,,,,,,,,,-3.7510773,40.3733802,-417570,4494365,mesón lucio,518
POINT (-3.75114 40.3732958),Ernesto Peluqueros,hairdresser,,,,,,,,,,,,-3.75114,40.3732958,-417577,4494355,ernesto peluqueros,518
POINT (-3.7512238 40.3731073),Horreo de Valmayor,,restaurant,,,,,,,,,,steak_house,-3.7512238,40.3731073,-417586,4494334,horreo de valmayor,518
POINT (-3.6506515 40.4263754),La Paloma II,,restaurant,,,,,,,,,,,-3.6506515,40.4263754,-406391,4500264,la paloma ii,305
POINT (-3.6578929 40.3934636),Portacos Bar,,restaurant,,,,,Calle Josefa Díaz,4,28038,,,mexican,-3.6578929,40.3934636,-407197,4496600,portacos bar,611
POINT (-3.6574524 40.3919824),Vitaldent,,dentist,,dentist,,,,,,Vitaldent,,,-3.6574524,40.3919824,-407148,4496435,vitaldent,611
POINT (-3.7531528 40.3726782),Sidrería el Rinconcito,,bar,,,,,,,,,,,-3.7531528,40.3726782,-417801,4494287,sidrería el rinconcito,518
POINT (-3.7531553 40.372583),Bar Vegas,,bar,,,,,,,,,,,-3.7531553,40.372583,-417801,4494276,bar vegas,518
POINT (-3.7527624 40.3725771),Pollos Asados Barbacoa,,fast_food,,,,,,,,,,chicken,-3.7527624,40.3725771,-417758,4494275,pollos asados barbacoa,518
POINT (-3.7525506 40.372686),Rafael Durán,jewelry,,,,,,,,,,,,-3.7525506,40.372686,-417734,4494287,rafael durán,518
POINT (-3.7521283 40.3729757),OpenBlue,laundry,,,,,,,,,,,,-3.7521283,40.3729757,-417687,4494320,openblue,518
POINT (-3.7519943 40.3733271),Frutas y Verduras Internacional,greengrocer,,,,,,,,,,,,-3.7519943,40.3733271,-417672,4494359,frutas y verduras internacional,518
POINT (-3.7517294 40.373512),Tecnocasa,,,,,estate_agent,,,,,Tecnocasa,,,-3.7517294,40.373512,-417643,4494379,tecnocasa,518
POINT (-3.7515725 40.3736605),Locutorio Internet,variety_store,,,,,,,,,,,,-3.7515725,40.3736605,-417625,4494396,locutorio internet,518
POINT (-3.7515256 40.3737746),Carolina Pulido,hairdresser,,,,,,,,,,,,-3.7515256,40.3737746,-417620,4494409,carolina pulido,518
POINT (-3.7514425 40.3739121),Madroñal,,pub,,,,,,,,,,,-3.7514425,40.3739121,-417611,4494424,madroñal,518
POINT (-3.7513379 40.3741664),+ Visión,optician,,,,,,,,,,,,-3.7513379,40.3741664,-417599,4494452,+ visión,518
POINT (-3.7512116 40.3744619),El Emperador,,restaurant,,,,,,,,,,,-3.7512116,40.3744619,-417585,4494485,el emperador,518
POINT (-3.7509626 40.3743121),Abogada Administración de Fincas,,,,,lawyer,,,,,,,,-3.7509626,40.3743121,-417557,4494468,abogada administración de fincas,518
POINT (-3.7511954 40.3745348),Eurorepar,car_repair,,,,,,,,,,,,-3.7511954,40.3745348,-417583,4494493,eurorepar,518
POINT (-3.7511322 40.374664),Sportium,bookmaker,,,,,,,,,,,,-3.7511322,40.374664,-417576,4494508,sportium,518
POINT (-3.7510763 40.3747781),Mercedes-Benz,car_repair,,,,,,,,,Mercedes-Benz,,,-3.7510763,40.3747781,-417570,4494520,mercedes-benz,518
POINT (-3.7510672 40.3748386),Sedy,shoes,,,,,,,,,,,,-3.7510672,40.3748386,-417569,4494527,sedy,518
POINT (-3.7508237 40.3746214),Cardy's,beauty,,,,,,,,,,,,-3.7508237,40.3746214,-417542,4494503,cardy's,518
POINT (-3.7510763 40.375042),Urbamar,,,,,estate_agent,,,,,,,,-3.7510763,40.375042,-417570,4494550,urbamar,518
POINT (-3.750719 40.3749444),Taller de Costura Marybel,sewing,,,,,,,,,,,,-3.750719,40.3749444,-417530,4494539,taller de costura marybel,518
POINT (-3.751075 40.3752447),Brillos,hairdresser,,,,,,,,,,,,-3.751075,40.3752447,-417570,4494572,brillos,518
POINT (-3.7510745 40.3752083),Sueño Natura,greengrocer,,,,,,,,,,,,-3.7510745,40.3752083,-417570,4494568,sueño natura,518
POINT (-3.7510605 40.3754421),Boutique Titomar,clothes,,,,,,,,,,,,-3.7510605,40.3754421,-417568,4494594,boutique titomar,518
POINT (-3.7508614 40.3734842),Banco Santander,,bank,,,,,,,,Banco Santander,,,-3.7508614,40.3734842,-417546,4494376,banco santander,518
POINT (-3.7511831 40.3732251),VivantaDental,,dentist,,dentist,,,,,,,,,-3.7511831,40.3732251,-417582,4494347,vivantadental,518
POINT (-3.7513266 40.3729802),Abraham,perfumery,,,,,,,,,,,,-3.7513266,40.3729802,-417598,4494320,abraham,518
POINT (-3.7513675 40.3729268),Merino,,,,,insurance,,,,,,,,-3.7513675,40.3729268,-417602,4494314,merino,518
POINT (-3.7513995 40.3728863),Fisio Active,,,,physiotherapist,,,,,,,,,-3.7513995,40.3728863,-417606,4494310,fisio active,518
POINT (-3.7529818 40.3721062),Máquinas de Escribir,yes,,,,,,,,,,,,-3.7529818,40.3721062,-417782,4494223,máquinas de escribir,518
POINT (-3.7528411 40.3721117),Street Style,hairdresser,,,,,,,,,,,,-3.7528411,40.3721117,-417766,4494223,street style,518
POINT (-3.7523702 40.3719217),El Rincón de Epi y Blas,bakery,,,,,,,,,,,,-3.7523702,40.3719217,-417714,4494202,el rincón de epi y blas,518
POINT (-3.7523102 40.3719904),RSS Mobile Telecom,variety_store,,,,,,,,,,,,-3.7523102,40.3719904,-417707,4494210,rss mobile telecom,518
POINT (-3.7095965 40.3947004),Pérez-Illán Automoción,car_repair,,,,,,,,,,,,-3.7095965,40.3947004,-412952,4496738,pérez-illán automoción,569
POINT (-3.763023 40.3914205),Frutas selectas,greengrocer,,,,,,,,,,,,-3.763023,40.3914205,-418900,4496373,frutas selectas,266
