param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,amenity_rel_restaurant,amenity_rel_pharmacy,shop_rel_bakery,amenity_rel_post_box,amenity_rel_events_venue,shop_rel_supermarket,shop_rel_kiosk,shop_rel_hairdresser,amenity_rel_school,shop_rel_tobacco,shop_rel_butcher,shop_rel_convenience,amenity_rel_cafe,shop_rel_car,shop_rel_wholesale,shop_rel_stationery,shop_rel_yes,shop_rel_car_repair,shop_rel_greengrocer,amenity_rel_bar,amenity_rel_charging_station,amenity_rel_community_centre,amenity_rel_theatre,shop_rel_seafood,shop_rel_fishing,shop_rel_copyshop,amenity_rel_bank,amenity_rel_university,shop_rel_optician,shop_rel_dry_cleaning,shop_rel_jewelry,shop_rel_newsagent,shop_rel_florist,shop_rel_shoes,shop_rel_pyrotechnics,shop_rel_erotic,shop_rel_travel_agency,shop_rel_fireplace,shop_rel_hardware,shop_rel_variety_store,shop_rel_furniture,shop_rel_interior_decoration,amenity_rel_fast_food,amenity_rel_dentist,amenity_rel_veterinary,amenity_rel_exhibition_centre,amenity_rel_library,amenity_rel_clinic,amenity_rel_taxi,shop_rel_medical_supply,shop_rel_vacant,shop_rel_motorcycle,amenity_rel_pub,amenity_rel_doctors,amenity_rel_research_institute,shop_rel_computer,shop_rel_sports,shop_rel_books,amenity_rel_language_school,shop_rel_clothes,shop_rel_mall,amenity_rel_atm,shop_rel_lottery,shop_rel_beauty,shop_rel_funeral_directors,amenity_rel_hospital,amenity_rel_arts_centre,shop_rel_gift,amenity_rel_cinema,shop_rel_frozen_food,shop_rel_video_games,amenity_rel_biergarten,shop_rel_car_repair;car,shop_rel_games,shop_rel_laundry,amenity_rel_college,shop_rel_deli,shop_rel_pastry,shop_rel_perfumery,shop_rel_bicycle,shop_rel_ticket,shop_rel_confectionery,amenity_rel_car_rental,shop_rel_electronics,shop_rel_paint,shop_rel_fabric,shop_rel_tailor,shop_rel_kitchen,shop_rel_neon_signs,shop_rel_mobile_phone,shop_rel_bed,shop_rel_sewing,shop_rel_department_store,shop_rel_toys,shop_rel_tattoo,shop_rel_music,shop_rel_appliance,shop_rel_herbalist,shop_rel_locksmith,amenity_rel_post_office,shop_rel_second_hand,shop_rel_photo,shop_rel_coffee,shop_rel_cosmetics,shop_rel_mobile_phone_accessories,shop_rel_houseware,shop_rel_frame,shop_rel_massage,shop_rel_dairy,amenity_rel_payment_centre,shop_rel_bathroom_furnishing,shop_rel_pet,shop_rel_nutrition_supplements,shop_rel_musical_instrument,shop_rel_pasta,shop_rel_health_food,shop_rel_hearing_aids,shop_rel_grocery,shop_rel_pet_grooming,shop_rel_lighting,shop_rel_electrical,shop_rel_watches,shop_rel_alcohol,shop_rel_storage_rental,shop_rel_general,shop_rel_rental,shop_rel_Roller_Skate_and_Longboard,amenity_rel_bicycle_rental,shop_rel_wine,shop_rel_trade,shop_rel_window_blind,shop_rel_estate_agent,shop_rel_bag,shop_rel_bookmaker,shop_rel_tarot,amenity_rel_bureau_de_change,shop_rel_doityourself,shop_rel_video,shop_rel_hunting,shop_rel_baby_goods,shop_rel_doors,shop_rel_chemist,shop_rel_repair,shop_rel_motorcycle_repair,shop_rel_pawnbroker,shop_rel_car_detail,shop_rel_telecommunication,shop_rel_tea,shop_rel_outdoor,shop_rel_shoe_repair,shop_rel_art,shop_rel_cheese,shop_rel_fashion_accessories,shop_rel_cannabis,shop_rel_wool,shop_rel_pottery,shop_rel_chocolate,shop_rel_fan,amenity_rel_money_transfer,shop_rel_honey,shop_rel_radiotechnics,shop_rel_party,shop_rel_wigs,shop_rel_craft,shop_rel_collector
Valencia_hdbscan_5_5,55,7,-0.3928377506235581,39.46040099170397,-0.3929742,39.4605529,4.218996000004858e-06,1659162.5116477804,0.0007159491645576501,0.0014313793088226168,0.0005704342035136596,0.0006357682374007943,Yes,,,,0.143,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,56,10,-0.3818464179476463,39.48364574261066,-0.38185575,39.48346761305332,3.903482880002217e-06,2561814.745295955,0.0009771446410541912,0.0017100891782221418,0.0008258684071660326,0.0006140160392280603,Yes,0.2,,,,,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,57,6,-0.38532532731223657,39.48556091988602,-0.3851823319367096,39.48547825,1.5995652646833914e-06,3751019.187821389,0.000536265251070602,0.0010216682582104442,0.0004357176451597572,0.0004131045735153859,Yes,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,58,16,-0.35964963895639657,39.47413712721473,-0.35962045,39.4742308,5.19205507506898e-06,3081631.4096566914,0.0008038323366914601,0.001464202165968382,0.0005274264937130857,0.0007438595593938946,Yes,0.312,,,,,0.125,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,0.062,,,,,,,,,,,,,,,,0.062,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,59,65,-0.3633386222583358,39.47587699720082,-0.3631469,39.4757518,2.3549904986854923e-05,2760096.061376115,0.001298033112765555,0.0031154547712409037,0.0010630798565536717,0.001013314413296771,Yes,0.138,0.031,0.031,,,0.062,0.031,0.031,0.046,,0.031,,0.046,,,0.015,,,0.031,0.015,,,,,,0.015,0.046,0.015,0.031,,,,,,,,,,0.015,,,,,0.031,0.015,,0.031,,,0.015,,,0.015,,,,,0.031,0.015,0.031,,,,0.031,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,60,11,-0.39125422059890874,39.4575609557739,-0.3910798,39.4574659,7.009267759799417e-06,1569350.8048142798,0.0009509433475644618,0.002097364306936732,0.0009168070424705636,0.0006006493970948032,Yes,,0.182,0.091,,,0.091,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,0.091,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,61,9,-0.3933802777777778,39.48745188888889,-0.3934079,39.4873693,1.0059772799988575e-06,8946524.120316338,0.00039052945121630014,0.0007169449696489313,0.0003046334328255269,0.00030977743424123516,Yes,,0.111,0.222,,,,,,,,,,,,,0.111,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,0.111,,0.111,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,62,8,-0.3935377125,39.485718487499994,-0.39360375000000003,39.4856828,1.1061659699981237e-06,7232187.770171206,0.00044474734347863703,0.0006431388907641724,0.0003952619651493845,0.00027471291577498176,Yes,0.25,,0.125,,,,,,,,,,,,,0.125,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,63,12,-0.355321,39.485150075,-0.35530185000000003,39.4852185,1.8817627500018985e-06,6376999.438419053,0.0005290295774402294,0.0011454756853037827,0.0003515226569274441,0.0004764551904870949,Yes,0.083,,0.167,,,,,,,,,,,,,,,0.25,0.083,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,64,44,-0.34647254867697036,39.45715445981156,-0.3462246712997995,39.45703455928691,1.575586143998789e-05,2792611.5095382445,0.0011521298589304172,0.0031644032121185646,0.0010633206262540328,0.0007456730789894297,Yes,0.25,0.045,,0.023,,0.023,,,,,,,0.068,0.023,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,0.023,,,,,,,,,0.023,,0.091,0.045,0.045,,0.023,,,,,0.023,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,0.023,,,0.023,0.023,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,65,7,-0.35308085101040565,39.46189573565841,-0.3530837,39.4620604,1.5005051428424432e-06,4665095.640218687,0.0004982220170544436,0.0011001904635682344,0.00023259279192550396,0.0005536488889723208,Yes,0.286,,,,,,,0.143,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,66,18,-0.3498456054573639,39.4598720814058,-0.34957643235135105,39.459822349999996,4.942275975313964e-06,3642046.7189423856,0.0009705549041501151,0.002474822620405438,0.001004812812093858,0.00044396041264424963,Yes,0.222,0.056,0.056,,,,,,,,,,0.111,,,,,,0.056,,,,,,,,0.111,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,67,32,-0.3589001498660718,39.45529140889085,-0.3586186,39.45533575,1.696059840547995e-05,1886725.8828356455,0.00145616698093958,0.0033940360303217833,0.001266313704363173,0.0009623634120337998,Yes,0.281,0.062,0.062,,,0.094,,,0.031,,,,0.062,,,,,,,0.031,,0.062,,,,,,,,,,,,,,,,,,,,,,,0.031,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,68,21,-0.35707747266944584,39.481086485758745,-0.3570691,39.481131,3.125960800976748e-06,6717934.528621815,0.0005898383267392995,0.0013666924725283514,0.00029984160923252426,0.0006298176378477289,Yes,0.143,0.048,,,,,,,,0.048,,,0.048,,,,,,,,,,,,,,0.095,,,0.048,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,0.048,0.143,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,69,12,-0.37818386912377705,39.484926296662145,-0.37820555999263006,39.485090150000005,5.0476247106183745e-06,2377355.8233749717,0.0011513610634474242,0.0019376942382901463,0.00039946659440569444,0.0011970689182151367,Yes,0.167,,0.083,,,0.083,,,0.083,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,70,59,-0.33846474798654447,39.466784261968456,-0.3385853,39.4667407,2.3741585781419626e-05,2485090.9515140275,0.0017577752595321727,0.0037438308103167335,0.0017706587169051856,0.000802879556821806,Yes,0.22,0.034,0.034,0.017,0.017,0.034,0.034,0.068,0.068,,,,,,,0.017,0.017,0.051,0.017,,,0.017,,,,,0.017,,0.017,,0.017,,,,,,,,,,,,,0.034,0.017,,,,,,0.017,,0.017,,,,,,,0.017,,,0.034,0.017,,,,,,,,,,,0.017,,,,,,,,,0.017,,,,,,0.017,,,,,0.017,,,,,,,0.017,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,71,19,-0.3281872213089583,39.47212495973722,-0.3280853,39.4719717,1.1291981458709577e-05,1682609.9183279458,0.001228372032551342,0.0020628795400030827,0.0005953008944005429,0.001210854114210535,Yes,0.263,0.105,,0.105,,,,0.053,,0.105,,,0.053,,,,,,0.053,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,72,19,-0.3585613053634527,39.48280383260876,-0.3585263,39.483059,2.8943992699932533e-06,6564401.876747394,0.000625420048604529,0.0013822175451693416,0.0004190886642679706,0.0005455957608273051,Yes,0.158,0.053,,,,,,0.053,,,,,0.105,,,,,,0.053,,,,,,,,,,0.053,,,,,0.053,,,,,,,0.053,,,0.053,,,,0.053,,,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,73,21,-0.3861525809460919,39.48241747433237,-0.3861014,39.4827541,1.1128111600010677e-05,1887112.6346342403,0.0012519490283646978,0.0026876718177524105,0.000993678755184545,0.0009921775185519853,Yes,,0.048,0.048,,,0.048,,,0.143,,,,0.048,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,74,25,-0.40158170935231546,39.48008611004504,-0.4015936,39.4802965,1.8668302842908833e-05,1339168.3331029883,0.0015076165083059642,0.002877867762242489,0.0011635001109851098,0.0011134067023201067,Yes,0.08,0.08,0.04,,,0.04,,,,,,,0.04,0.08,,,,0.04,,0.08,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,0.04,0.04,0.08,,,,0.08,,,,0.04,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,75,12,-0.35679398333333334,39.484428425,-0.35680755,39.4844108,5.144750000023418e-07,23324748.52994874,0.0002896965001904546,0.00044861179866624275,0.00027881724251240854,0.00014761847290163015,Yes,,,0.083,,,0.083,,0.167,,,0.167,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,0.083,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,76,7,-0.38490982857142864,39.45915422857143,-0.3850158,39.4591325,6.277816379996843e-06,1115037.391393649,0.0010428076053676444,0.0018226084573420818,0.0009703625430208822,0.0006803039041783023,Yes,,0.286,,,,,,,,,,,0.143,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,77,21,-0.3813661923055412,39.46004250970596,-0.3813464037144068,39.45996920000001,1.6665000365325978e-06,12601259.849770922,0.0005428744790299804,0.0008343183475424124,0.0004895516530463765,0.00029736184664510884,Yes,,0.048,,,,,,,,,,0.048,0.095,,,,,,,0.048,,,,,,,,,,,,,,,,,0.048,,,,,,0.048,,,,,,0.048,,,,,,,,,0.048,,,,0.048,,,,,,0.095,,,,,,,,,,,,,0.048,0.048,0.19,,,,,,,,,,,0.048,,,,,,,,,,,,,,,0.048,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,78,7,-0.3940437341868754,39.475347944154926,-0.3941163,39.47527630941621,9.84784826044315e-07,7108151.765617277,0.0004934696329237427,0.0008967158073132075,0.0005068192651917631,0.00021595886055224124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,79,45,-0.39080049818072965,39.48056582963454,-0.3908827803164024,39.480616291205884,4.818724718684545e-06,9338570.395090854,0.0006611805605617741,0.001422984281488799,0.0004184174363740801,0.0006356319377805466,Yes,0.111,0.022,,0.022,,0.044,,0.022,,,,,0.044,,,,,,,,,,,,,,0.022,,0.022,,,,,0.067,,,0.022,,,,,,0.067,,,,,,,,,,,,,,,,,0.244,0.044,0.022,,0.022,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,80,152,-0.3945092781180621,39.4795391225658,-0.39444749999999995,39.47939255,2.5856721300008946e-05,5878548.878505621,0.0015251287539895734,0.0034657758465403946,0.0011775762322444201,0.00113120083667629,Yes,0.079,0.013,0.013,0.007,,0.013,0.007,0.053,0.007,,0.013,0.007,0.053,0.007,,0.007,,0.026,0.02,0.072,,0.007,,,,,0.033,,,0.007,0.007,0.013,0.007,,,,,,,0.007,0.02,,0.02,0.02,0.013,,,0.007,,,0.118,,0.007,0.013,,0.007,0.013,,,0.026,0.007,0.007,,0.033,,,,,0.007,,,,,,,,,0.007,,,,0.013,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,81,7,-0.39798998571428573,39.47720175714285,-0.39812,39.477382,9.861775000008721e-07,7098113.676284249,0.0004703623631907013,0.0007329751685831366,0.00032321490165686327,0.00037989710583280636,Yes,,,,,,0.143,,0.143,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,82,11,-0.37499721818181814,39.48193056363636,-0.3751664,39.4818953,4.5726100200067225e-06,2405628.2849119566,0.0007516411526243473,0.0017821949576597123,0.0006532982025749029,0.0006141414321462308,Yes,,,,0.091,,,,,,,,,0.091,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,0.182,0.091,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,83,66,-0.37061347971499414,39.48236659779015,-0.37043519999999996,39.48239275,1.6332061400004688e-05,4041131.023422497,0.0011194890397865946,0.0028469202847277233,0.0007973053329808099,0.0010457696704152667,Yes,0.045,0.045,0.045,0.015,,0.03,,0.03,0.03,,,0.015,0.045,,,0.015,,,0.045,,,,,,,,0.076,,0.015,,0.015,,,0.015,,,,,,0.045,,,0.03,0.045,,,,0.03,,,,,,0.015,,,,,,0.061,,0.045,,0.015,,,,,,,,,,,0.015,,0.015,,0.015,,,,,0.015,,,,,,0.015,0.015,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.015,0.015,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,84,62,-0.33007103817749117,39.46593250472212,-0.3296498,39.46602635,2.438171396999369e-05,2542889.317637912,0.0018127527958845748,0.0034527550018781756,0.0013028910897664064,0.0014537844181268457,Yes,0.258,0.081,0.048,0.016,,0.065,,,,0.016,0.016,0.016,0.113,,,,,,,,,0.016,,,,,,,0.032,,,,,,,,0.032,,,,,,,0.016,,,0.016,,0.016,,,,0.048,,,,,,,0.016,,0.016,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,0.016,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,85,22,-0.3726466977749194,39.48512422517303,-0.37261279999999997,39.485088700000006,6.067222230000195e-06,3626041.5666362187,0.0010225173931767354,0.00219408130677777,0.0010946581320998034,0.00044919443198430156,Yes,0.091,0.045,0.045,,,,,0.045,,,,,0.091,,,,,,,0.136,,,,,,0.045,,,,,,,,,,,,,,,0.045,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,86,7,-0.3751113,39.48885274285715,-0.3751377,39.4888183,2.0568536800015186e-06,3403256.1810594285,0.0005297836578682859,0.0010237341767682516,0.0003928763018704913,0.00047276078474414284,Yes,0.143,,,,,0.143,,0.143,,,,,,,,,,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,87,24,-0.3722782351407243,39.48881504729511,-0.37232275,39.488776200000004,5.5456722075477065e-06,4327698.987930768,0.0008244736903412529,0.0016128772885090595,0.0006201488022965518,0.0006469352808825498,Yes,,0.042,0.083,,,0.083,0.083,,0.042,,,,0.042,,,,,,0.125,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,,,,,,0.042,,,,,,,,,,,,,,,,,,,0.042,,,,,,,,,,,,,,,,0.042,,,,,,0.042,,0.042,,,,,,,,,,,,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,88,56,-0.3586501642857143,39.485311419642855,-0.35873665,39.48510335,3.251030760011471e-06,17225306.105624914,0.0007351076156955595,0.001194256019551125,0.0005285048335461428,0.0005643435005193221,Yes,0.125,0.018,0.036,,,0.018,0.036,0.036,,,0.018,0.054,0.036,,,0.018,,,0.018,0.054,,,,0.018,,,,,0.018,,0.018,,0.036,0.018,,,,,,0.018,,0.018,,0.018,0.018,,,,,,,,0.089,,,0.018,,0.054,,,,,,,0.018,,,,,,,,,,,,0.018,,,,,,,0.018,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,0.018,,,,,,,,,,0.018,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,89,9,-0.35456838653107897,39.475200550895124,-0.3546951,39.4752631,9.939834407582664e-07,9054476.796046315,0.0004318761747749855,0.0008647531603387451,0.00043433291280454305,0.00020173582548165,Yes,0.333,,0.111,,,0.111,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,90,9,-0.3523676355156145,39.47439561068403,-0.3524718,39.47454,3.2375000799993366e-06,2779922.711230279,0.0007833254091280857,0.0014528032405683312,0.0007197507098564304,0.0004532949710096788,Yes,0.111,,,0.111,,0.111,,,,,,,0.222,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,91,8,-0.36074561250000003,39.4879955375,-0.36079735,39.48794735,9.253504000004916e-07,8645373.68762768,0.0004182959717256676,0.000751425286748039,0.0003050049894571244,0.00034908151246328155,Yes,,0.125,0.125,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,0.125,,,,,,,0.125,,,0.125,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_hdbscan_5_5,92,7,-0.3780110247387472,39.45461884990228,-0.3778222154080441,39.4546781,3.4578278000095768e-06,2024392.3077894778,0.0008238617834056767,0.0016434941485332466,0.0008868103452718496,0.00036013024119589486,No,,0.286,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
