geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Murcia_hdbscan_5_5
POINT (-1.1417642 37.9940887),Hotel Legazpi,,,hotel,,,,,,,,,,-1.1417642,37.9940887,-127101,4229502,hotel legazpi,74
POINT (-1.1325607 37.9840242),Las Viandas Mesón,,restaurant,,,,,,,,,,,-1.1325607,37.9840242,-126077,4228382,las viandas mesón,-1
POINT (-1.1260761 37.9890668),La Puerta Falsa,,pub,,,,,,,,,,,-1.1260761,37.9890668,-125355,4228943,la puerta falsa,-1
POINT (-1.1127436 37.9939905),Palacio de los Deportes de Murcia,,,,,,sports_centre,,,,,,,-1.1127436,37.9939905,-123871,4229491,palacio de los deportes de murcia,-1
POINT (-1.127097 37.9957049),Escuela de Arte,,college,,,,,,,,,,,-1.127097,37.9957049,-125468,4229682,escuela de arte,-1
POINT (-1.1123097 37.9806337),Carrefour,supermarket,,,,,,Avenida Lope de Vega,,30011.0,Carrefour,Centros Comerciales Carrefour S.A.,,-1.1123097,37.9806337,-123822,4228004,carrefour,-1
POINT (-0.9989726 37.9280608),,,,viewpoint,,,,,,,,,,-0.9989726,37.9280608,-111206,4222152,,-1
POINT (-1.129237 37.8694937),Hotel-Restaurante Venta el Puerto 1,,,hotel,,,,,,30155.0,,,,-1.129237,37.8694937,-125707,4215632,hotel-restaurante venta el puerto 1,5
POINT (-1.1152665 37.984786),,,restaurant,,,,,,,,,,,-1.1152665,37.984786,-124151,4228466,,-1
POINT (-1.129342 37.9796038),El Carmen,,taxi,,,,,,,,,,,-1.129342,37.9796038,-125718,4227889,el carmen,87
POINT (-1.130183 37.9822009),Museo los Molinos del Río,,,museum,,,,,,,,,,-1.130183,37.9822009,-125812,4228179,museo los molinos del río,92
POINT (-1.2166857 37.9564251),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-1.2166857,37.9564251,-135441,4225309,mcdonald's,8
POINT (-1.2177696 37.9566704),Decathlon,sports,,,,,,,,,Decathlon,,,-1.2177696,37.9566704,-135562,4225337,decathlon,8
POINT (-1.2326091 37.9210052),Restaurante La Casa de Salvador,,restaurant,,,,,,,,,,,-1.2326091,37.9210052,-137214,4221366,restaurante la casa de salvador,-1
POINT (-1.1295768 37.986954),Burger King,,fast_food,,,,,,,,Burger King,,burger,-1.1295768,37.986954,-125744,4228708,burger king,-1
POINT (-1.2119172 37.930874),Centro de Salud Sangonera la Verde,,clinic,,,,,,,,,,,-1.2119172,37.930874,-134911,4222465,centro de salud sangonera la verde,18
POINT (-1.2029157 37.9307886),Colegio Nuestra Señora de los Ángeles,,school,,,,,,,,,,,-1.2029157,37.9307886,-133909,4222455,colegio nuestra señora de los ángeles,18
POINT (-1.2074218 37.9203706),Colegio Santa Cruz,,school,,,,,,,,,,,-1.2074218,37.9203706,-134410,4221296,colegio santa cruz,18
POINT (-1.2098358 37.9284876),Oficina de Correos,,post_office,,,,,Calle Rosalinda,31,30833.0,,Correos,,-1.2098358,37.9284876,-134679,4222199,oficina de correos,18
POINT (-1.2120566 37.9304171),Guardería Sangonera la Verde,,school,,,,,,,,,,,-1.2120566,37.9304171,-134926,4222414,guardería sangonera la verde,18
POINT (-1.1939356 37.9232998),Campo de Fútbol El Mayayo,,,,,,stadium,,,,,,,-1.1939356,37.9232998,-132909,4221622,campo de fútbol el mayayo,-1
POINT (-1.2088273 37.9318133),Comestibles Remedios,convenience,,,,,,,,,,,,-1.2088273,37.9318133,-134567,4222569,comestibles remedios,18
POINT (-1.2085269 37.9320249),Supermercado Sangüi,supermarket,,,,,,,,,,Sangüi,,-1.2085269,37.9320249,-134533,4222593,supermercado sangüi,18
POINT (-1.2052997 37.9338889),Mercadona,supermarket,,,,,,,,,Mercadona,Mercadona,,-1.2052997,37.9338889,-134174,4222801,mercadona,18
POINT (-1.2117348 37.9309739),Pizbur,,fast_food,,,,,,,,,,,-1.2117348,37.9309739,-134890,4222476,pizbur,18
POINT (-1.2110803 37.9318472),,,pharmacy,,,,,,,,,,,-1.2110803,37.9318472,-134817,4222573,,18
POINT (-1.2082157 37.932861),,,pharmacy,,,,,,,,,,,-1.2082157,37.932861,-134499,4222686,,18
POINT (-1.2101684 37.9289683),,,pharmacy,,,,,,,,,,,-1.2101684,37.9289683,-134716,4222253,,18
POINT (-1.2074754 37.9330471),,,post_box,,,,,,,,Correos,Correos,,-1.2074754,37.9330471,-134416,4222707,,18
POINT (-1.2099323 37.9320147),30 Barra,,cafe,,,,,,,,,,,-1.2099323,37.9320147,-134690,4222592,30 barra,18
POINT (-1.2096212 37.9320824),Sueños,,cafe,,,,,,,,,,,-1.2096212,37.9320824,-134655,4222599,sueños,18
POINT (-1.2042992 37.9331918),La Cábala,,cafe,,,,,,,,,,,-1.2042992,37.9331918,-134063,4222723,la cábala,18
POINT (-1.2056944 37.9337935),Europa,,cafe,,,,,,,,,,,-1.2056944,37.9337935,-134218,4222790,europa,18
POINT (-1.1726886 37.9403739),Farmacia El Palmar 24h,,pharmacy,,,,,,,,,,,-1.1726886,37.9403739,-130544,4223522,farmacia el palmar 24h,-1
POINT (-1.1381009 37.998942),La boca te lia,,fast_food,,,,,,,,,,burger,-1.1381009,37.998942,-126693,4230042,la boca te lia,82
POINT (-1.1359444 37.9982889),Mercadona,supermarket,,,,,,,,,Mercadona,,,-1.1359444,37.9982889,-126453,4229970,mercadona,78
POINT (-1.135846 37.998198),CajaMurcia,,bank,,,,,,,,,,,-1.135846,37.998198,-126442,4229959,cajamurcia,78
POINT (-1.1307082 37.9751254),,,taxi,,,,,,,,,,,-1.1307082,37.9751254,-125870,4227391,,-1
POINT (-1.1269188 37.9337593),,,,viewpoint,,,,,,,,,,-1.1269188,37.9337593,-125449,4222786,,-1
POINT (-1.1183656 37.9376899),,,,viewpoint,,,,,,,,,,-1.1183656,37.9376899,-124496,4223224,,42
POINT (-1.112573 37.9926319),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-1.112573,37.9926319,-123852,4229340,mcdonald's,-1
POINT (-1.1140435 37.9926666),Burger King,,fast_food,,,,,,,,Burger King,,burger,-1.1140435,37.9926666,-124015,4229344,burger king,-1
POINT (-1.1292208 37.9780923),Biblioteca municipal Barrio del Carmen,,library,,,,,,,,,Red Municipal de Bibliotecas de Murcia,,-1.1292208,37.9780923,-125705,4227721,biblioteca municipal barrio del carmen,-1
POINT (-1.0996394 37.9902187),Pizzeria Ristorante Piccolo Mondo,,restaurant,,,,,,,,,,italian,-1.0996394,37.9902187,-122412,4229071,pizzeria ristorante piccolo mondo,-1
POINT (-1.1129374 37.9815987),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-1.1129374,37.9815987,-123892,4228112,mcdonald's,-1
POINT (-1.1144702 37.9766046),C&A,clothes,,,,,,,,,,,,-1.1144702,37.9766046,-124063,4227556,c&a,73
POINT (-1.1139081 37.976554),Mercadona,supermarket,,,,,,,,,Mercadona,,,-1.1139081,37.976554,-124000,4227550,mercadona,73
POINT (-1.1136279 37.9761791),MediaMarkt,electronics,,,,,,,,,,,,-1.1136279,37.9761791,-123969,4227508,mediamarkt,73
POINT (-1.1346127 37.987889),Bar Kenedy,,pub,,,,,,,,,,,-1.1346127,37.987889,-126305,4228812,bar kenedy,89
POINT (-1.1251123 37.9846658),El ahorcado feliz,,pub,,,,,,,,,,,-1.1251123,37.9846658,-125248,4228453,el ahorcado feliz,98
POINT (-1.1307436 37.9814513),Pizza Hut,,fast_food,,,,,,,,Pizza Hut,,pizza,-1.1307436,37.9814513,-125874,4228095,pizza hut,92
POINT (-1.135177 37.9890406),Sercotel Amistad,,,hotel,,,,,,,,Sercotel Hotels,,-1.135177,37.9890406,-126368,4228940,sercotel amistad,-1
POINT (-1.1387988 37.989746),Telepizza,,fast_food,,,,,,,,Telepizza,,pizza,-1.1387988,37.989746,-126771,4229019,telepizza,-1
POINT (-1.1331097 37.9606289),Makro,supermarket,,,,,,,,,,,,-1.1331097,37.9606289,-126138,4225777,makro,44
POINT (-1.12866 37.9799958),Catalonia Conde de Floridablanca,,,hotel,,,,,,,,Catalonia,,-1.12866,37.9799958,-125642,4227933,catalonia conde de floridablanca,-1
POINT (-1.090818 37.9438414),Mirador Cresta del Gallo,,,viewpoint,,,,,,,,,,-1.090818,37.9438414,-121430,4223908,mirador cresta del gallo,-1
POINT (-1.1489571 38.0315615),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-1.1489571,38.0315615,-127902,4233673,mcdonald's,37
POINT (-1.1489463 38.0317474),Burger King,,fast_food,,,,,,,,Burger King,,burger,-1.1489463,38.0317474,-127901,4233694,burger king,37
POINT (-1.1488021 38.0406362),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-1.1488021,38.0406362,-127885,4234684,mcdonald's,20
POINT (-1.1272809 37.980698),Domino's,,fast_food,,,,,,,,Domino's,,pizza,-1.1272809,37.980698,-125489,4228011,domino's,-1
POINT (-1.0613661 37.9927116),Restaurante Pepe Tomás,,restaurant,,,,,,,,,,,-1.0613661,37.9927116,-118151,4229349,restaurante pepe tomás,-1
POINT (-1.1632434 37.9242711),La Cabaña de la Finca Buenavista,,restaurant,,,,,,,,,,,-1.1632434,37.9242711,-129492,4221730,la cabaña de la finca buenavista,-1
POINT (-1.1488171 38.0325713),KFC,,fast_food,,,,,,,,KFC,,chicken,-1.1488171,38.0325713,-127886,4233786,kfc,37
POINT (-1.1486669 38.0326474),Pizza Hut,,restaurant,,,,,,,,Pizza Hut,,pizza,-1.1486669,38.0326474,-127870,4233794,pizza hut,37
POINT (-1.1489506 38.0320812),Foster's Hollywood,,restaurant,,,,,,,,Foster's Hollywood,,american,-1.1489506,38.0320812,-127901,4233731,foster's hollywood,37
POINT (-1.149493 38.0317516),Pans & Company,,fast_food,,,,,,,,Pans & Company,,sandwich,-1.149493,38.0317516,-127962,4233695,pans & company,37
POINT (-1.1494334 38.0328079),Alcampo,supermarket,,,,,,,,,Alcampo,,,-1.1494334,38.0328079,-127955,4233812,alcampo,37
POINT (-1.1499468 38.0312023),NeoCine Thader,,cinema,,,,,,,,,,,-1.1499468,38.0312023,-128012,4233633,neocine thader,37
POINT (-1.1478242 38.0321827),Decathlon,sports,,,,,,,,,Decathlon,,,-1.1478242,38.0321827,-127776,4233743,decathlon,37
POINT (-1.1498213 38.0402729),Cinesa Nueva Condomina,,cinema,,,,,,,,,,,-1.1498213,38.0402729,-127998,4234643,cinesa nueva condomina,20
POINT (-1.1498992 38.0428543),Media Markt,electronics,,,,,,,,,Media Markt,,,-1.1498992,38.0428543,-128007,4234931,media markt,20
POINT (-1.1480423 38.0407334),Rock 'n Ribs,,restaurant,,,,,,,,,,,-1.1480423,38.0407334,-127800,4234694,rock 'n ribs,20
POINT (-1.1491428 38.0428553),Conforama,furniture,,,,,,,,,Conforama,,,-1.1491428,38.0428553,-127923,4234931,conforama,20
POINT (-1.1517418 38.0381689),Leroy Merlin,doityourself,,,,,,,,,,,,-1.1517418,38.0381689,-128212,4234409,leroy merlin,20
POINT (-1.1488718 38.0403405),Bocatta,,fast_food,,,,,,,,,,,-1.1488718,38.0403405,-127892,4234651,bocatta,20
POINT (-1.1450187 38.0286781),Toys 'Я' Us,toys,,,,,,,,,,,,-1.1450187,38.0286781,-127463,4233352,toys 'я' us,36
POINT (-1.1478505 37.9411426),Biblioteca de La Alberca,,library,,,,,,,,,Red Municipal de Bibliotecas de Murcia,,-1.1478505,37.9411426,-127779,4223608,biblioteca de la alberca,53
POINT (-1.1446545 37.9460481),,,bar,,,,,,,,,,,-1.1446545,37.9460481,-127423,4224154,,-1
POINT (-1.1421733 38.00158),Carrefour,supermarket,,,,,,,,,Carrefour,,,-1.1421733,38.00158,-127147,4230336,carrefour,-1
POINT (-1.1585 37.96775),Estación de servicio de Pedriñanes,convenience,fuel,,,,,Camino Del Baden,174,,Repsol,Repsol,,-1.1585,37.96775,-128964,4226570,estación de servicio de pedriñanes,-1
POINT (-1.1384073 37.9920462),Bar Hermanos Ródenas,,restaurant,,,,,,,,,,,-1.1384073,37.9920462,-126728,4229275,bar hermanos ródenas,-1
POINT (-1.1341989 37.9903624),Restaurante Cónsul,,restaurant,,,,,,,,,,,-1.1341989,37.9903624,-126259,4229087,restaurante cónsul,111
POINT (-1.13492 37.9903074),Farmacia Cónsul,,pharmacy,,,,,,,,,,,-1.13492,37.9903074,-126339,4229081,farmacia cónsul,-1
POINT (-1.1371357 37.9920104),Taberna Teodoro,,pub,,,,,,,,,,,-1.1371357,37.9920104,-126586,4229271,taberna teodoro,-1
POINT (-1.1369216 37.9919336),"Restaurante Pepe ""el Torrao""",,restaurant,,,,,,,,,,,-1.1369216,37.9919336,-126562,4229262,"restaurante pepe ""el torrao""",-1
POINT (-1.159878 37.8288406),Las Palmeras,,restaurant,,,,,,,,,,,-1.159878,37.8288406,-129118,4211107,las palmeras,5
POINT (-1.158325 37.8290694),El Portón,,pub,,,,,,,,,,,-1.158325,37.8290694,-128945,4211132,el portón,5
POINT (-1.1571555 37.8299172),León,supermarket,,,,,,,,,,,,-1.1571555,37.8299172,-128815,4211226,león,5
POINT (-1.1594202 37.828416),Café Bar Perillas,,restaurant,,,,,,,,,,regional,-1.1594202,37.828416,-129067,4211059,café bar perillas,5
POINT (-1.155579 37.8315182),Las Pepinas,,restaurant,,,,,,,,,,,-1.155579,37.8315182,-128639,4211405,las pepinas,5
POINT (-1.2119304 37.827068),Teleclub,,pub,,,,,,,,,,,-1.2119304,37.827068,-134912,4210909,teleclub,3
POINT (-1.2110613 37.8273476),La Panedería,bakery,,,,,,,,,,,,-1.2110613,37.8273476,-134815,4210940,la panedería,3
POINT (-1.2115334 37.8272798),,butcher,,,,,,,,,,,,-1.2115334,37.8272798,-134868,4210933,,3
POINT (-1.2113725 37.827551),La Murteñica,bakery,,,,,,,,,,,,-1.2113725,37.827551,-134850,4210963,la murteñica,3
POINT (-1.2122393 37.8244527),,,clinic,,,,,,,,,,,-1.2122393,37.8244527,-134946,4210618,,3
POINT (-1.1608229 37.8282796),,,bank,,,,,,,,,CAM,,-1.1608229,37.8282796,-129223,4211044,,5
POINT (-1.1609885 37.8281525),Spar,supermarket,,,,,,,,,Spar,,,-1.1609885,37.8281525,-129241,4211030,spar,5
POINT (-1.1603282 37.8286555),,,post_box,,,,,,,,Correos,Correos,,-1.1603282,37.8286555,-129168,4211086,,5
POINT (-1.1603619 37.828398),,,bank,,,,,,,,,CajaMurcia,,-1.1603619,37.828398,-129171,4211057,,5
POINT (-1.1596948 37.828694),Cajamar,,bank,,,,,,,,Cajamar,Cajamar,,-1.1596948,37.828694,-129097,4211090,cajamar,5
POINT (-1.1605381 37.8302393),,,clinic,,,,,,,,,,,-1.1605381,37.8302393,-129191,4211262,,5
POINT (-1.1584132 37.8290014),,,veterinary,,,,,,,,,,,-1.1584132,37.8290014,-128955,4211124,,5
POINT (-1.1587277 37.8287367),Primitivo,car_repair,,,,,,,,,,,,-1.1587277,37.8287367,-128990,4211095,primitivo,5
POINT (-1.1580469 37.8294536),Lorente,hardware,,,,,,,,,,,,-1.1580469,37.8294536,-128914,4211175,lorente,5
POINT (-1.1537386 37.8331752),A'Dani,,pub,,,,,,,,,,,-1.1537386,37.8331752,-128434,4211589,a'dani,5
POINT (-1.1555444 37.8313661),Javier Clemente,hardware,,,,,,,,,,,,-1.1555444,37.8313661,-128635,4211388,javier clemente,5
POINT (-1.1543174 37.8309899),,,,,,,sports_centre,,,,,,,-1.1543174,37.8309899,-128499,4211346,,5
POINT (-1.210291 37.827387),,bakery,,,,,,,,,,,,-1.210291,37.827387,-134730,4210945,,3
POINT (-1.1594861 37.8283458),Mariano y Consuelo,butcher,,,,,,,,,,,,-1.1594861,37.8283458,-129074,4211051,mariano y consuelo,5
POINT (-1.1607205 37.8283131),,,pharmacy,,,,,,,,,,,-1.1607205,37.8283131,-129211,4211048,,5
POINT (-1.1589239 37.8296653),Alfonso,bakery,,,,,,,,,,,,-1.1589239,37.8296653,-129011,4211198,alfonso,5
POINT (-1.160626 37.82999),Centro De Mayores,,pub,,,,,,,,,,,-1.160626,37.82999,-129201,4211234,centro de mayores,5
POINT (-1.1603761 37.8285123),Bar Julián,,pub,,,,,,,,,,,-1.1603761,37.8285123,-129173,4211070,bar julián,5
POINT (-1.131041 37.9407294),Pomodoro,,restaurant,,,,,,,,Pomodoro,,italian;pasta;pizza,-1.131041,37.9407294,-125907,4223562,pomodoro,49
POINT (-1.1385119 37.9984366),Foster's Hollywood,,restaurant,,,,,,,,Foster's Hollywood,,american,-1.1385119,37.9984366,-126739,4229986,foster's hollywood,82
POINT (-1.1330157 37.9851256),Foster's Hollywood,,restaurant,,,,,,,,Foster's Hollywood,,american,-1.1330157,37.9851256,-126127,4228504,foster's hollywood,96
POINT (-1.1316232 37.9422836),Willow,,cafe,,,,,,,,,,,-1.1316232,37.9422836,-125972,4223735,willow,49
POINT (-1.1632541 38.0048887),Instituto de Educación Secundaria José Planes,,school,,,,,,,,,,,-1.1632541,38.0048887,-129493,4230704,instituto de educación secundaria josé planes,-1
POINT (-1.1508676 38.0078572),Bar Avenida,,bar,,,,,,,,,,,-1.1508676,38.0078572,-128115,4231035,bar avenida,66
POINT (-1.1330581 37.9850482),La Casa Lonja,,bar,,,,,,,,,,,-1.1330581,37.9850482,-126132,4228496,la casa lonja,96
POINT (-1.1385721 37.9985927),,vacant,,,,,,,,,,,,-1.1385721,37.9985927,-126746,4230003,,82
POINT (-1.1624312 37.9394048),,,pharmacy,,pharmacy,,,,,,,,,-1.1624312,37.9394048,-129402,4223415,,65
POINT (-1.1615152 37.9416787),,,pharmacy,,,,,,,,,,,-1.1615152,37.9416787,-129300,4223668,,65
POINT (-1.1604462 37.9380763),,,pharmacy,,pharmacy,,,,,,,,,-1.1604462,37.9380763,-129181,4223267,,65
POINT (-1.1586562 37.9420348),Lidl,supermarket,,,,,,,,,Lidl,,,-1.1586562,37.9420348,-128982,4223707,lidl,62
POINT (-1.1607394 37.9391768),El Raní,convenience,,,,,,,,,,,,-1.1607394,37.9391768,-129214,4223389,el raní,65
POINT (-1.1615639 37.9412983),,,post_office,,,,,,,,,,,-1.1615639,37.9412983,-129305,4223625,,65
POINT (-1.162254 37.9384061),,,post_box,,,,,,,,Correos,Correos,,-1.162254,37.9384061,-129382,4223303,,65
POINT (-1.1605124 37.9357807),Telepizza,,fast_food,,,,,,,,Telepizza,,pizza,-1.1605124,37.9357807,-129188,4223011,telepizza,64
POINT (-1.1604184 37.9354807),Apartamentos Arrixaca,,,hostel,,,,,,,,,,-1.1604184,37.9354807,-129178,4222978,apartamentos arrixaca,64
POINT (-1.1596451 37.9395028),Bar El Mellizo,,bar,,,,,,,,,,,-1.1596451,37.9395028,-129092,4223425,bar el mellizo,65
POINT (-1.162716 37.9343312),Arrixaca,,taxi,,,,,,,,,,,-1.162716,37.9343312,-129434,4222850,arrixaca,-1
POINT (-1.1616686 37.9412117),Caixabank,,bank,,,,,,,,Caixabank,La Caixa,,-1.1616686,37.9412117,-129317,4223616,caixabank,65
POINT (-1.1621418 37.9395032),CajaMurcia,,bank,,,,,,,,,CajaMurcia,,-1.1621418,37.9395032,-129370,4223425,cajamurcia,65
POINT (-1.1620312 37.9407006),BBVA,,bank,,,,,,,,BBVA,BBVA,,-1.1620312,37.9407006,-129357,4223559,bbva,65
POINT (-1.1620299 37.9390085),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,SabadellCAM,,-1.1620299,37.9390085,-129357,4223370,banco sabadell,65
POINT (-1.1620244 37.9408224),Banco Santander,,bank,,,,,Calle Mayor,56,30120.0,Banco Santander,Santander,,-1.1620244,37.9408224,-129357,4223572,banco santander,65
POINT (-1.1284866 37.9690977),Klavier,musical_instrument,,,,,,Ronda Sur,22,30010.0,,,,-1.1284866,37.9690977,-125623,4226720,klavier,67
POINT (-1.162374 37.9408564),Cariño,,bar,,,,,,,,,,,-1.162374,37.9408564,-129395,4223576,cariño,65
POINT (-1.159997 37.9364947),Neumáticos la Arrixaca,tyres,,,,,,,,,,,,-1.159997,37.9364947,-129131,4223091,neumáticos la arrixaca,64
POINT (-1.1616539 37.9384122),Óptica El Palmar,optician,,,,,,,,,,,,-1.1616539,37.9384122,-129315,4223304,óptica el palmar,65
POINT (-1.1616757 37.9385206),Librería Cuatro Esquinas,stationery,,,,,,,,,,,,-1.1616757,37.9385206,-129318,4223316,librería cuatro esquinas,65
POINT (-1.1615093 37.9385651),,,bar,,,,,,,,,,,-1.1615093,37.9385651,-129299,4223321,,65
POINT (-1.1616186 37.9418726),Confitería San Francisco,bakery,,,,,,,,,,,,-1.1616186,37.9418726,-129311,4223689,confitería san francisco,65
POINT (-1.1711137 37.938624),La Gloria,bakery,,,,,,,,,,,,-1.1711137,37.938624,-130368,4223328,la gloria,55
POINT (-1.1658461 37.9410672),Los Matachines,convenience,,,,,,,,,,,,-1.1658461,37.9410672,-129782,4223600,los matachines,-1
POINT (-1.1569334 37.9392036),Cajón Desastre,,pub,,,,,,,,,,,-1.1569334,37.9392036,-128790,4223392,cajón desastre,-1
POINT (-1.1600263 37.9405596),PotySport,bicycle,,,,,,,,,,,,-1.1600263,37.9405596,-129134,4223543,potysport,65
POINT (-1.1620606 37.9406199),Cajamar,,bank,,,,,,,,Cajamar,,,-1.1620606,37.9406199,-129361,4223550,cajamar,65
POINT (-1.1259438 37.9857666),Casa del Mapa,books,,,,,,,,,,,,-1.1259438,37.9857666,-125340,4228576,casa del mapa,102
POINT (-1.1257951 37.9857054),,,restaurant,,,,,,,,,,,-1.1257951,37.9857054,-125324,4228569,,102
POINT (-1.1265695 37.9833798),Banco de Valencia,,bank,,,,,,,,,,,-1.1265695,37.9833798,-125410,4228310,banco de valencia,100
POINT (-1.1263891 37.9853819),,,fast_food,,,,,,,,,,kebab,-1.1263891,37.9853819,-125390,4228533,,102
POINT (-1.1257575 37.9856276),El Refugio,,bar,,,,,,,,,,,-1.1257575,37.9856276,-125319,4228560,el refugio,102
POINT (-1.1265303 37.9853291),Sobrado,optician,,,,,,,,,,,,-1.1265303,37.9853291,-125405,4228527,sobrado,102
POINT (-1.1267414 37.9839425),Hotel Murcia Rincón de Pepe Affiliated by Meliá,,,hotel,,,,Calle de los Apóstoles,34,30001.0,,Meliá,,-1.1267414,37.9839425,-125429,4228372,hotel murcia rincón de pepe affiliated by meliá,-1
POINT (-1.1270466 37.9853506),Trébol,,bar,,,,,,,,,,,-1.1270466,37.9853506,-125463,4228529,trébol,101
POINT (-1.1272464 37.9828736),Adecco,,,,,employment_agency,,,,,,,,-1.1272464,37.9828736,-125485,4228253,adecco,100
POINT (-1.1271666 37.9844936),Heaven,clothes,,,,,,,,,,,,-1.1271666,37.9844936,-125476,4228434,heaven,-1
POINT (-1.1263764 37.9855403),Gofres el Goloso,,fast_food,,,,,,,,,,,-1.1263764,37.9855403,-125388,4228550,gofres el goloso,102
POINT (-1.1270889 37.9844121),Río,,cafe,,,,,,,,,,,-1.1270889,37.9844121,-125468,4228425,río,-1
POINT (-1.1269519 37.9854022),Príncipe de Gales,,restaurant,,,,,,,,,,,-1.1269519,37.9854022,-125452,4228535,príncipe de gales,101
POINT (-1.1273331 37.9827585),Segura,,cafe,,,,,,,,,,,-1.1273331,37.9827585,-125495,4228241,segura,100
POINT (-1.1270755 37.9831099),BBVA,,bank,,,,,,,,BBVA,BBVA,,-1.1270755,37.9831099,-125466,4228280,bbva,100
POINT (-1.1270529 37.9842974),Dia,supermarket,,,,,,,,,Dia,,,-1.1270529,37.9842974,-125464,4228412,dia,100
POINT (-1.1271619 37.9850596),Amichi,clothes,,,,,,,,,,,,-1.1271619,37.9850596,-125476,4228497,amichi,101
POINT (-1.1260704 37.9856563),El Albergue,,bar,,,,,,,,,,,-1.1260704,37.9856563,-125354,4228563,el albergue,102
POINT (-1.1274072 37.9852275),Viajes el Corte Inglés,travel_agency,,,,,,,,,,,,-1.1274072,37.9852275,-125503,4228516,viajes el corte inglés,101
POINT (-1.127022 37.9836431),Bazar Rioro,variety_store,,,,,,,,,,,,-1.127022,37.9836431,-125460,4228339,bazar rioro,-1
POINT (-1.1275258 37.9850934),Cetina,kiosk,,,,,,,,,,,,-1.1275258,37.9850934,-125516,4228501,cetina,101
POINT (-1.126108 37.9854865),Makura,,bar,,,,,,,,,,,-1.126108,37.9854865,-125358,4228544,makura,102
POINT (-1.1271197 37.9828365),Canamurcia CBD,cannabis,,,,,,,,,,,,-1.1271197,37.9828365,-125471,4228249,canamurcia cbd,100
POINT (-1.1264883 37.9855104),La Tapa Grana,,restaurant,,,,,,,,,,,-1.1264883,37.9855104,-125401,4228547,la tapa grana,102
POINT (-1.1272017 37.9852967),Origen,,cafe,,,,,,,,,,,-1.1272017,37.9852967,-125480,4228523,origen,101
POINT (-1.1264283 37.9853776),Carmen,hairdresser,,,,,,,,,,,,-1.1264283,37.9853776,-125394,4228532,carmen,102
POINT (-1.1268621 37.9831064),Pórtico,,bar,,,,,,,,,,,-1.1268621,37.9831064,-125442,4228279,pórtico,100
POINT (-1.1273873 37.9847519),Valentina interiorisimo,interior_decoration,,,,,,,,,,,,-1.1273873,37.9847519,-125501,4228463,valentina interiorisimo,-1
POINT (-1.1273491 37.9850071),GRAN FARMACIA,,pharmacy,,,,,,,,,,,-1.1273491,37.9850071,-125497,4228491,gran farmacia,101
POINT (-1.1271991 37.9827156),Ultramarinos Rodrigo Menchón,convenience,,,,,,,,,,,,-1.1271991,37.9827156,-125480,4228236,ultramarinos rodrigo menchón,100
POINT (-1.1274453 37.9849715),Unicaja Banco,,bank,,,,,,,,Unicaja Banco,,,-1.1274453,37.9849715,-125507,4228487,unicaja banco,101
POINT (-1.1262863 37.9854213),Cocedero marisco Grumetín,,restaurant,,,,,,,,,,,-1.1262863,37.9854213,-125378,4228537,cocedero marisco grumetín,102
POINT (-1.1258468 37.9855474),Palacio del kebad,,fast_food,,,,,,,,,,,-1.1258468,37.9855474,-125329,4228551,palacio del kebad,102
POINT (-1.1270955 37.9828689),Phone Europe,mobile_phone,,,,,,,,,,Movistar,,-1.1270955,37.9828689,-125468,4228253,phone europe,100
POINT (-1.1272532 37.9850323),Análisis Clínicos,,pharmacy,,,,,,,,,,,-1.1272532,37.9850323,-125486,4228494,análisis clínicos,101
POINT (-1.1271303 37.9853211),Españolo,hairdresser,,,,,,,,,,,,-1.1271303,37.9853211,-125472,4228526,españolo,101
POINT (-1.1267386 37.9854505),,,restaurant,,,,,,,,,,,-1.1267386,37.9854505,-125429,4228540,,101
POINT (-1.1269418 37.9835823),La verdad,kiosk,,,,,,,,,,,,-1.1269418,37.9835823,-125451,4228332,la verdad,100
POINT (-1.1262007 37.9854483),Tropical,,bar,,,,,,,,,,,-1.1262007,37.9854483,-125369,4228540,tropical,102
POINT (-1.1259188 37.9855276),Pepita Pulgarcita,,restaurant,,,,,,,,,,,-1.1259188,37.9855276,-125337,4228549,pepita pulgarcita,102
POINT (-1.1268751 37.9840055),Yepes,hairdresser,,,,,,,,,,,,-1.1268751,37.9840055,-125444,4228379,yepes,100
POINT (-1.1273237 37.9852498),Peletería Diamante Negro,clothes,,,,,,,,,,,,-1.1273237,37.9852498,-125494,4228518,peletería diamante negro,101
POINT (-1.1267275 37.9833493),ONCE,lottery,,,,,,,,,ONCE,,,-1.1267275,37.9833493,-125427,4228306,once,100
POINT (-1.1272419 37.982662),Cerrajería Rubén Darío 2,hardware,,,,,,,,,,,,-1.1272419,37.982662,-125485,4228230,cerrajería rubén darío 2,100
POINT (-1.1260461 37.985522),La Troya,,bar,,,,,,,,,,,-1.1260461,37.985522,-125351,4228548,la troya,102
