geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Bilbao_hdbscan_5_5
POINT (-2.9027061 43.258858),,,pharmacy,,pharmacy,,,Pau Casals etorbidea,1,48004.0,,,,-2.9027061,43.258858,-323129,4815576,,-1
POINT (-2.907334 43.2575034),,,taxi,,,,,,,,,,,-2.907334,43.2575034,-323644,4815425,,-1
POINT (-2.9067984 43.2570843),Lda. M. PARAMO GOMEZ,,pharmacy,,pharmacy,,,,,,,,,-2.9067984,43.2570843,-323585,4815379,lda. m. paramo gomez,-1
POINT (-2.9096712 43.2570764),,,pharmacy,,pharmacy,,,,,,,,,-2.9096712,43.2570764,-323905,4815378,,-1
POINT (-2.9208467 43.2561175),"Lcdos. M. A. Galdiz, J. Arriandiaga",,pharmacy,,pharmacy,,,,,,,,,-2.9208467,43.2561175,-325149,4815271,"lcdos. m. a. galdiz, j. arriandiaga",-1
POINT (-2.9194039 43.2562739),,,post_box,,,,,,,,,,,-2.9194039,43.2562739,-324988,4815288,,65
POINT (-2.9171474 43.2549423),,,post_box,,,,,,,,,,,-2.9171474,43.2549423,-324737,4815140,,64
POINT (-2.9156711 43.2538984),,,taxi,,,,,,,,,,,-2.9156711,43.2538984,-324573,4815024,,63
POINT (-2.9213004 43.25724),,,,viewpoint,,,,,,,,,,-2.9213004,43.25724,-325199,4815396,,-1
POINT (-2.9208113 43.2575947),,,,viewpoint,,,,,,,,,,-2.9208113,43.2575947,-325145,4815435,,-1
POINT (-2.9181779 43.2513128),Farmacia Casas Martín,,pharmacy,,pharmacy,,,Marcelino Menendez y Pelayo kalea / Calle Marcelino Menendez Pelayo,26,48006.0,,,,-2.9181779,43.2513128,-324852,4814736,farmacia casas martín,23
POINT (-2.9170824 43.253293),Ldos. Garmendia-Purroy,,pharmacy,,pharmacy,,,,,,,,,-2.9170824,43.253293,-324730,4814957,ldos. garmendia-purroy,-1
POINT (-2.9132719 43.2533182),Ldo. Mª Pilar Ruiz Garmendia,,pharmacy,,pharmacy,,,Calle Santo Rosario,1,48004.0,,,,-2.9132719,43.2533182,-324305,4814959,ldo. mª pilar ruiz garmendia,-1
POINT (-2.9152581 43.2537666),Lda. Mercedes Boyra Navarro,,pharmacy,,pharmacy,,,,,,,,,-2.9152581,43.2537666,-324527,4815009,lda. mercedes boyra navarro,-1
POINT (-2.9111617 43.2544335),Lda. Ainara Ruiz de Oña,,pharmacy,,pharmacy,,,,,,,,,-2.9111617,43.2544335,-324071,4815084,lda. ainara ruiz de oña,58
POINT (-2.9204165 43.2581854),Pasio-Irudien museoa,,,museum,,,,Calle Iturribide / Iturribide kalea,3,48006.0,,,,-2.9204165,43.2581854,-325101,4815501,pasio-irudien museoa,82
POINT (-2.912593 43.251404),Galtzagorri Sagardotegia,,restaurant,,,,,Juan de la Cosa kalea,26,,,,basque_ciderhouse,-2.912593,43.251404,-324230,4814746,galtzagorri sagardotegia,-1
POINT (-2.9127973 43.2524125),Oficina de Correos,,post_office,,,,,,,,Oficina de Correos,Correos,,-2.9127973,43.2524125,-324253,4814859,oficina de correos,-1
POINT (-2.9130641 43.2489852),locutorio,copyshop,,,,,,Calle Sagarminaga,55,,,,,-2.9130641,43.2489852,-324282,4814477,locutorio,-1
POINT (-2.9607523 43.2782676),Oficina de Correos,,post_office,,,,,,,,Oficina de Correos,Correos,,-2.9607523,43.2782676,-329591,4817737,oficina de correos,24
POINT (-2.9306678 43.2632518),,,pharmacy,,pharmacy,,,,,,,,,-2.9306678,43.2632518,-326242,4816065,,121
POINT (-2.9291461 43.2633025),,,pharmacy,,pharmacy,,,Alameda Mazarredo / Mazarredo zumarkalea,9,,,,,-2.9291461,43.2633025,-326073,4816071,,-1
POINT (-2.9373129 43.2588155),Lda. Amaia Chorro Martínez,,pharmacy,,pharmacy,,,,,,,,,-2.9373129,43.2588155,-326982,4815571,lda. amaia chorro martínez,-1
POINT (-2.9357034 43.2577836),Ibis Bilbao Centro,,,hotel,,,,Calle General Concha / Concha jeneralaren kalea,28,48010.0,Ibis,Ibis,,-2.9357034,43.2577836,-326803,4815456,ibis bilbao centro,136
POINT (-2.9365189 43.2587736),Eroski,supermarket,,,,,,,,,Eroski,,,-2.9365189,43.2587736,-326893,4815567,eroski,143
POINT (-2.9352217 43.2576674),,,taxi,,,,,,,,,,,-2.9352217,43.2576674,-326749,4815444,,136
POINT (-2.9377311 43.2592403),,,post_box,,,,,,,,,,,-2.9377311,43.2592403,-327028,4815619,,-1
POINT (-2.9179059 43.2736308),Restaurante Txakoli,,restaurant,,,,,BI-3741 Carretera de Artxanda / Artxandako errepidea,19,48015.0,,,regional,-2.9179059,43.2736308,-324821,4817221,restaurante txakoli,-1
POINT (-2.9369528 43.2586109),KFC,,fast_food,,,,,,,,KFC,,chicken,-2.9369528,43.2586109,-326942,4815549,kfc,-1
POINT (-2.9364729 43.2588525),Cevitxef,,restaurant,,,,,Alameda Recalde / Recalde zumarkalea,53,48010.0,,,,-2.9364729,43.2588525,-326888,4815575,cevitxef,143
POINT (-2.9387208 43.2579043),,,pharmacy,,pharmacy,,,,,,,,,-2.9387208,43.2579043,-327138,4815470,,-1
POINT (-2.9366781 43.2572292),,,pharmacy,,pharmacy,,,,,,,,,-2.9366781,43.2572292,-326911,4815395,,-1
POINT (-2.9361802 43.2572167),BM,supermarket,,,,,,,,,BM,,,-2.9361802,43.2572167,-326856,4815393,bm,-1
POINT (-2.9373792 43.2572682),Simply Market,supermarket,,,,,,,,,Simply Market,,,-2.9373792,43.2572682,-326989,4815399,simply market,-1
POINT (-2.9346269 43.2567692),Carrefour,supermarket,,,,,,,,48003.0,Carrefour,,,-2.9346269,43.2567692,-326683,4815344,carrefour,-1
POINT (-2.939583 43.2586259),Silken Indautxu,,,hotel,,,,,,,,Hoteles Silken,,-2.939583,43.2586259,-327234,4815550,silken indautxu,88
POINT (-2.9463066 43.2661789),Itsasmuseum Bilbao,,,museum,,,,,,,,,,-2.9463066,43.2661789,-327983,4816391,itsasmuseum bilbao,-1
POINT (-2.9412471 43.2700425),La Terraza,,pub,,,,,,,,,,,-2.9412471,43.2700425,-327420,4816821,la terraza,-1
POINT (-2.9365326 43.2586397),Ze,,bar,,,,,,,,,,,-2.9365326,43.2586397,-326895,4815552,ze,143
POINT (-2.9370198 43.2589382),Tapachula,,restaurant,,,,,,,,,,mexican,-2.9370198,43.2589382,-326949,4815585,tapachula,-1
POINT (-2.9370779 43.2591308),Alhondegi,,bar,,,,,,,,,,,-2.9370779,43.2591308,-326956,4815606,alhondegi,-1
POINT (-2.9223182 43.2546807),Hikaateneo Bilbao,,cafe,,,,,,,,,,,-2.9223182,43.2546807,-325312,4815111,hikaateneo bilbao,73
POINT (-2.9302219 43.2501173),Gambrinus,,pub,,,,,,,,,,,-2.9302219,43.2501173,-326192,4814603,gambrinus,38
POINT (-2.928002 43.2503583),5th Avenue,,bar,,,,,,,,,,,-2.928002,43.2503583,-325945,4814630,5th avenue,-1
POINT (-2.9315503 43.2508027),Sugoi,,pub,,,,,,,,,,,-2.9315503,43.2508027,-326340,4814679,sugoi,38
POINT (-2.9328272 43.2504944),Telepizza,,fast_food,,,,,,,,Telepizza,,pizza,-2.9328272,43.2504944,-326482,4814645,telepizza,38
POINT (-2.9313208 43.250788),Kutxabank,,bank,,,,,,,,Kutxabank,BBK,,-2.9313208,43.250788,-326315,4814678,kutxabank,38
POINT (-2.9322149 43.2506484),Laboral Kutxa,,bank,,,,,,,,Laboral Kutxa,Caja Laboral-Euskadiko Kutxa,,-2.9322149,43.2506484,-326414,4814662,laboral kutxa,38
POINT (-2.9226366 43.2403524),Ferrobarril,,bar,,,,,,,,,,,-2.9226366,43.2403524,-325348,4813516,ferrobarril,1
POINT (-2.9225078 43.2409902),El Barrilito,,bar,,,,,,,,,,,-2.9225078,43.2409902,-325334,4813587,el barrilito,1
POINT (-2.925429 43.2426617),La Compra,supermarket,,,,,,,,,,,,-2.925429,43.2426617,-325659,4813773,la compra,1
POINT (-2.9437959 43.26511),Cervecería Mugarri,,pub,,,,,,,,,,,-2.9437959,43.26511,-327703,4816272,cervecería mugarri,92
POINT (-2.9424702 43.2648481),Consulado General del Reino de Marruecos,,,,,diplomatic,,,,,,,,-2.9424702,43.2648481,-327556,4816243,consulado general del reino de marruecos,96
POINT (-2.9422244 43.2644388),Baden-Baden jatetxea,,restaurant,,,,,,,,,,,-2.9422244,43.2644388,-327528,4816197,baden-baden jatetxea,96
POINT (-2.9417709 43.2646973),UDON,,restaurant,,,,,Gran Vía Don Diego López de Haro / On Diego Lopez Haroko kale nagusia,66,,UDON,,japanese,-2.9417709,43.2646973,-327478,4816226,udon,95
POINT (-2.9431894 43.2649819),NAP Neapolitan,,restaurant,,,,,Basterra kalea / Calle Basterra,1,48011.0,,,pizza,-2.9431894,43.2649819,-327636,4816258,nap neapolitan,92
POINT (-2.9433006 43.2646487),Banco Santander,,bank,,,,,,,,Banco Santander,Banco Santander,,-2.9433006,43.2646487,-327648,4816221,banco santander,92
POINT (-2.9402486 43.2640203),Dock,clothes,,,,,,,,,,,,-2.9402486,43.2640203,-327308,4816151,dock,-1
POINT (-2.9397437 43.2638965),Estraunza,,restaurant,,,,,,,,,,,-2.9397437,43.2638965,-327252,4816137,estraunza,138
POINT (-2.9437674 43.2623655),Laboral Kutxa,,bank,,,,,,,,Laboral Kutxa,,,-2.9437674,43.2623655,-327700,4815967,laboral kutxa,126
POINT (-2.9396306 43.2638707),Banco Santander,,bank,,,,,,,,Banco Santander,Banco Santander,,-2.9396306,43.2638707,-327240,4816134,banco santander,138
POINT (-2.9394083 43.2638038),Abanca,,bank,,,,,,,,Abanca,,,-2.9394083,43.2638038,-327215,4816127,abanca,-1
POINT (-2.9390779 43.2639863),,,post_box,,,,,,,,,,,-2.9390779,43.2639863,-327178,4816147,,-1
POINT (-2.9386941 43.2639958),,,pharmacy,,pharmacy,,,,,,,,,-2.9386941,43.2639958,-327135,4816148,,-1
POINT (-2.9386929 43.2636693),La Tagliatella,,restaurant,,,,,,,,,,italian,-2.9386929,43.2636693,-327135,4816112,la tagliatella,-1
POINT (-2.9369814 43.2636299),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-2.9369814,43.2636299,-326945,4816107,banco sabadell,128
POINT (-2.9369088 43.2636175),,vacant,,,,,,,,,,,,-2.9369088,43.2636175,-326937,4816106,,128
POINT (-2.936674 43.2635565),Barclays,,bank,,,,,,,,Barclays,,,-2.936674,43.2635565,-326911,4816099,barclays,-1
POINT (-2.9387858 43.2640314),TC Jatetxea,,restaurant,,,,,,,,,,,-2.9387858,43.2640314,-327146,4816152,tc jatetxea,-1
POINT (-2.9345604 43.2634278),Deutsche Bank,,bank,,,,,,,,Deutsche Bank,,,-2.9345604,43.2634278,-326675,4816085,deutsche bank,-1
POINT (-2.9341473 43.2630628),Banco Santander,,bank,,,,,Plaza de Federico Moyúa / Federico Moyua plaza,8,,Banco Santander,,,-2.9341473,43.2630628,-326629,4816044,banco santander,-1
POINT (-2.9343305 43.2625876),Café & Té GR Compañía del Trópico,,cafe,,,,,,,,,,shop_cafe,-2.9343305,43.2625876,-326650,4815991,café & té gr compañía del trópico,-1
POINT (-2.9349317 43.2624085),Hotel Carlton,,,hotel,,,,Plaza de Federico Moyúa / Federico Moyua plaza,2,48009.0,,Aránzazu Hoteles,,-2.9349317,43.2624085,-326717,4815971,hotel carlton,-1
POINT (-2.9351348 43.2624067),,,taxi,,,,,,,,,,,-2.9351348,43.2624067,-326739,4815971,,-1
POINT (-2.9356482 43.2627974),,,post_box,,,,,,,,,,,-2.9356482,43.2627974,-326796,4816015,,-1
POINT (-2.9335172 43.2628502),Caixabank,,bank,,,,,,,,Caixabank,La Caixa,,-2.9335172,43.2628502,-326559,4816020,caixabank,-1
POINT (-2.9330731 43.2626377),BBVA,,bank,,,,,,,,BBVA,BBVA,,-2.9330731,43.2626377,-326510,4815997,bbva,-1
POINT (-2.9326146 43.2626926),Kutxabank,,bank,,,,,,,,Kutxabank,,,-2.9326146,43.2626926,-326459,4816003,kutxabank,-1
POINT (-2.9306576 43.2618503),Pull & Bear,clothes,,,,,,,,,Pull & Bear,,,-2.9306576,43.2618503,-326241,4815909,pull & bear,-1
POINT (-2.930025 43.2617125),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-2.930025,43.2617125,-326170,4815894,banco sabadell,102
POINT (-2.9297557 43.2617554),,,post_box,,,,,,,,Correos,Correos,,-2.9297557,43.2617554,-326140,4815899,,-1
POINT (-2.9282571 43.2618105),Barcena Roji,,pharmacy,,pharmacy,,,,,,,,,-2.9282571,43.2618105,-325974,4815905,barcena roji,118
POINT (-2.9289327 43.2618735),Farmacia Carlota Olaizola de Diego,,pharmacy,,pharmacy,,,Gran Via,8,,,,,-2.9289327,43.2618735,-326049,4815912,farmacia carlota olaizola de diego,-1
POINT (-2.9268952 43.2615835),Caixabank,,bank,,,,,,,,Caixabank,,,-2.9268952,43.2615835,-325822,4815879,caixabank,-1
POINT (-2.9274855 43.2615484),Laboral Kutxa,,bank,,,,,Gran Vía Don Diego López de Haro / On Diego Lopez Haroko kale nagusia,,,Laboral Kutxa,,,-2.9274855,43.2615484,-325888,4815876,laboral kutxa,-1
POINT (-2.92674 43.2612047),La Casa del Ibérico,,bar,,,,,,,,,,sandwich,-2.92674,43.2612047,-325805,4815837,la casa del ibérico,-1
POINT (-2.9256045 43.2612043),BilboBeer,,pub,,,,,Calle Amistad / Adiskidetasun kalea,4,48001.0,,,,-2.9256045,43.2612043,-325678,4815837,bilbobeer,117
POINT (-2.9249397 43.2613866),Kubrick Bar,,restaurant,,,,,,,,,,,-2.9249397,43.2613866,-325604,4815858,kubrick bar,-1
POINT (-2.9259275 43.2611974),Restaurante Merikitchen,,restaurant,,,,,Calle Amistad / Adiskidetasun kalea,3,,,,pizza;snackbar,-2.9259275,43.2611974,-325714,4815836,restaurante merikitchen,-1
POINT (-2.9262989 43.2606211),Ibaigane,,restaurant,,,,,,,,,,,-2.9262989,43.2606211,-325756,4815772,ibaigane,-1
POINT (-2.9285954 43.2622764),Foodoo,,restaurant,,,,,Calle Ledesma / Ledesma kalea,12,48001.0,,,burger;american;sandwich;barbecue,-2.9285954,43.2622764,-326011,4815957,foodoo,-1
POINT (-2.928722 43.2623044),Ledesma,,bar,,,,,,,,,,,-2.928722,43.2623044,-326025,4815960,ledesma,119
POINT (-2.928817 43.2623182),Antomar,,bar,,,,,,,,,,,-2.928817,43.2623182,-326036,4815961,antomar,119
POINT (-2.9289241 43.2621987),Istanbul kebab,,fast_food,,,,,,,,,,kebab,-2.9289241,43.2621987,-326048,4815948,istanbul kebab,119
POINT (-2.9289022 43.2623359),Bar Hipódromo,,bar,,,,,,,,,,,-2.9289022,43.2623359,-326045,4815963,bar hipódromo,119
POINT (-2.9253142 43.2609544),Ripa,,,hotel,,,,Calle Ripa / Erripa kalea,3,48001.0,,,,-2.9253142,43.2609544,-325646,4815809,ripa,-1
POINT (-2.925898 43.2604863),Sizzis,confectionery,,,,,,,,,,,,-2.925898,43.2604863,-325711,4815757,sizzis,109
POINT (-2.9281317 43.2621785),Old Shanghai,,restaurant,,,,,Calle Ledesma / Ledesma kalea,10,48001.0,,,chinese,-2.9281317,43.2621785,-325960,4815946,old shanghai,118
POINT (-2.9309044 43.2627846),Asia chic,,restaurant,,,,,Calle Ledesma / Ledesma kalea,30,48008.0,,,asian,-2.9309044,43.2627846,-326268,4816013,asia chic,-1
POINT (-2.9311344 43.2630054),Basque,,pub,,,,,,,,,,,-2.9311344,43.2630054,-326294,4816038,basque,121
POINT (-2.931507 43.2632404),J.J. Agirrezabala,,pharmacy,,pharmacy,,,,,,,,,-2.931507,43.2632404,-326335,4816064,j.j. agirrezabala,120
POINT (-2.9305192 43.2626899),Bilbao Berria Jatetxea,,restaurant,,,,,,,,,,international,-2.9305192,43.2626899,-326225,4816003,bilbao berria jatetxea,-1
POINT (-2.9316915 43.2632763),Abando,,restaurant,,,,,Calle Colón de Larreategui / Colon de Larreategui kalea,31,48009.0,,,,-2.9316915,43.2632763,-326356,4816068,abando,120
POINT (-2.9323312 43.2634244),Valparaiso2,,restaurant,,,,,,,,,,,-2.9323312,43.2634244,-326427,4816084,valparaiso2,116
POINT (-2.9325006 43.2637051),Banco Santander,,bank,,,,,,,,Banco Santander,,,-2.9325006,43.2637051,-326446,4816116,banco santander,-1
POINT (-2.933738 43.2636976),Number 16,,language_school,,,,,,,,Number 16,,,-2.933738,43.2636976,-326584,4816115,number 16,-1
POINT (-2.934205 43.2640256),Goya,craft,,,,,,,,,,,,-2.934205,43.2640256,-326636,4816151,goya,127
POINT (-2.932727 43.2641897),Abanca,,bank,,,,,Calle Ercilla / Ercilla kalea,16,,Abanca,Abanca,,-2.932727,43.2641897,-326471,4816170,abanca,-1
POINT (-2.9353805 43.2640747),Cebreiro,,pharmacy,,pharmacy,,,,,,,,,-2.9353805,43.2640747,-326767,4816157,cebreiro,114
POINT (-2.9351525 43.2640851),Bar 70,,bar,,,,,,,,,,,-2.9351525,43.2640851,-326741,4816158,bar 70,114
POINT (-2.9368411 43.2646057),Bio Oriental,,restaurant,,,,,,,,,,,-2.9368411,43.2646057,-326929,4816216,bio oriental,129
POINT (-2.943981 43.264791),Eusko Jaularitzako ordezkaritza,,,,,government,,,,,,,,-2.943981,43.264791,-327724,4816237,eusko jaularitzako ordezkaritza,92
POINT (-2.9367872 43.2581612),Kanpantxu,,bar,,,,,,,,,,,-2.9367872,43.2581612,-326923,4815499,kanpantxu,-1
POINT (-2.9389464 43.2584881),Egaña,,restaurant,,,,,Calle Egaña / Egaña kalea,14,48010.0,,,regional,-2.9389464,43.2584881,-327164,4815535,egaña,88
POINT (-2.9384709 43.2582221),Olimpia,,cafe,,,,,,,,,,,-2.9384709,43.2582221,-327111,4815505,olimpia,88
POINT (-2.9372102 43.2580424),Dyodos,,restaurant,,,,,,,,,,,-2.9372102,43.2580424,-326970,4815485,dyodos,-1
POINT (-2.9370997 43.2586912),Oblib,,restaurant,,,,,,,,,,,-2.9370997,43.2586912,-326958,4815558,oblib,-1
POINT (-2.9385674 43.258773),Erkoreka,supermarket,,,,,,,,,,,,-2.9385674,43.258773,-327121,4815567,erkoreka,-1
POINT (-2.9573393 43.2746276),Lidl,supermarket,,,,,,,,,Lidl,,,-2.9573393,43.2746276,-329211,4817332,lidl,-1
POINT (-2.9587538 43.2765073),Eureka,,cafe,,,,,,,,,,,-2.9587538,43.2765073,-329368,4817541,eureka,-1
POINT (-2.958292 43.276716),Alcoba,,cafe,,,,,,,,,,,-2.958292,43.276716,-329317,4817564,alcoba,16
POINT (-2.9585104 43.2766021),Casa del Pueblo,,cafe,,,,,,,,,,,-2.9585104,43.2766021,-329341,4817551,casa del pueblo,16
POINT (-2.9577309 43.2764281),Kutxabank,,bank,,,,,,,,Kutxabank,,,-2.9577309,43.2764281,-329255,4817532,kutxabank,16
POINT (-2.9586236 43.276194),Caixabank,,bank,,,,,,,,Caixabank,,,-2.9586236,43.276194,-329354,4817506,caixabank,-1
POINT (-2.9581064 43.2768187),Laboral Kutxa,,bank,,,,,,,,Laboral Kutxa,,,-2.9581064,43.2768187,-329296,4817575,laboral kutxa,16
POINT (-2.9596152 43.27705),Laboral Kutxa,,bank,,,,,,,,Laboral Kutxa,,,-2.9596152,43.27705,-329464,4817601,laboral kutxa,26
POINT (-2.9592392 43.2773402),Banderas,,cafe,,,,,,,,,,,-2.9592392,43.2773402,-329423,4817634,banderas,-1
POINT (-2.9570315 43.2767852),Horno irrintzi,bakery,,,,,,,,,,,,-2.9570315,43.2767852,-329177,4817572,horno irrintzi,16
POINT (-2.9553759 43.2754751),,,pub,,,,,,,,,,,-2.9553759,43.2754751,-328992,4817426,,-1
POINT (-2.9566071 43.2765771),BM,supermarket,,,,,,Calle Orixe / Orixe kalea,1,48015.0,BM,BM Supermercados,,-2.9566071,43.2765771,-329130,4817549,bm,16
POINT (-2.9556985 43.2758873),Txakoli,,pub,,,,,,,,,,,-2.9556985,43.2758873,-329028,4817472,txakoli,-1
POINT (-2.9568565 43.2754673),Tirol,,cafe,,,,,,,,,,,-2.9568565,43.2754673,-329157,4817425,tirol,15
POINT (-2.9561928 43.2762978),,,cafe,,,,,,,,,,,-2.9561928,43.2762978,-329083,4817517,,16
POINT (-2.9590876 43.2767133),dakar autoeskola,,cafe,,,,,,,,,,,-2.9590876,43.2767133,-329406,4817564,dakar autoeskola,-1
POINT (-2.9567742 43.27508),Josebar,,cafe,,,,,,,,,,,-2.9567742,43.27508,-329148,4817382,josebar,15
POINT (-2.9568133 43.2759587),Mesón de Luis,,cafe,,,,,,,,,,,-2.9568133,43.2759587,-329152,4817480,mesón de luis,15
POINT (-2.9566987 43.2758971),Peluqueria Khalid,hairdresser,,,,,,,,,,,,-2.9566987,43.2758971,-329140,4817473,peluqueria khalid,15
POINT (-2.958159 43.2774399),,,library,,,,,,,,,,,-2.958159,43.2774399,-329302,4817645,,-1
POINT (-2.9574549 43.276314),Amets,,pub,,,,,,,,,,,-2.9574549,43.276314,-329224,4817519,amets,16
POINT (-2.9576826 43.2765687),Morlans,,cafe,,,,,,,,,,,-2.9576826,43.2765687,-329249,4817548,morlans,16
POINT (-2.9567878 43.2756629),Janire,bakery,,,,,,,,,,,,-2.9567878,43.2756629,-329150,4817447,janire,15
POINT (-2.9570764 43.2749244),Noiz...?,,bar,,,,,,,,,,,-2.9570764,43.2749244,-329182,4817365,noiz...?,15
POINT (-2.957688 43.2761977),Ibarreko,,pub,,,,,,,,,,,-2.957688,43.2761977,-329250,4817506,ibarreko,-1
POINT (-2.9566917 43.2755711),Gasteiz,,pub,,,,,,,,,,,-2.9566917,43.2755711,-329139,4817437,gasteiz,15
POINT (-2.9596674 43.2756353),Landako,stationery,,,,,,,,,,,,-2.9596674,43.2756353,-329470,4817444,landako,-1
POINT (-2.9573017 43.2750378),Frutos secos mickey,,cafe,,,,,,,,,,,-2.9573017,43.2750378,-329207,4817377,frutos secos mickey,15
POINT (-2.9156059 43.2620029),,,taxi,,,,,,,,,,,-2.9156059,43.2620029,-324565,4815926,,37
POINT (-2.9126563 43.2646706),Kutxabank,,bank,,,,,,,,Kutxabank,,,-2.9126563,43.2646706,-324237,4816223,kutxabank,6
POINT (-2.9122354 43.2647856),BM,supermarket,,,,,,,,,BM,,,-2.9122354,43.2647856,-324190,4816236,bm,6
POINT (-2.9454603 43.2607332),Sela,,bar,,,,,Calle Simón Bolívar / Simon Bolivar kalea,27,48013.0,,,,-2.9454603,43.2607332,-327889,4815785,sela,71
POINT (-2.9480615 43.2616525),Lcda. B. Regil Alvarez,,pharmacy,,pharmacy,,,,,,,,,-2.9480615,43.2616525,-328178,4815887,lcda. b. regil alvarez,83
POINT (-2.9479053 43.2624958),Antxi,,cafe,,,,,,,,,,,-2.9479053,43.2624958,-328161,4815981,antxi,-1
POINT (-2.9476425 43.2626898),La Catedral,,cafe,,,,,,,,,,,-2.9476425,43.2626898,-328132,4816003,la catedral,-1
POINT (-2.9493789 43.2709144),,,pharmacy,,pharmacy,,,,,,,,,-2.9493789,43.2709144,-328325,4816918,,-1
POINT (-2.9477126 43.2710084),,,taxi,,,,,,,,,,,-2.9477126,43.2710084,-328139,4816929,,52
POINT (-2.9506937 43.2699625),Eroski,supermarket,,,,,,,,,Eroski,,,-2.9506937,43.2699625,-328471,4816812,eroski,46
POINT (-2.9486113 43.2711944),BM,supermarket,,,,,,,,,BM,,,-2.9486113,43.2711944,-328239,4816949,bm,-1
POINT (-2.9442894 43.2640077),Illunion Bilbao,,,hotel,,,,Calle Rodríguez Arias / Rodriguez Arias kalea,66,48013.0,,,,-2.9442894,43.2640077,-327758,4816149,illunion bilbao,98
POINT (-2.9473257 43.2745288),,,pharmacy,,,,,,,,,,,-2.9473257,43.2745288,-328096,4817321,,17
POINT (-2.9473364 43.2749897),Eroski,supermarket,,,,,,,,,Eroski,,,-2.9473364,43.2749897,-328097,4817372,eroski,-1
POINT (-2.947036 43.2746616),,,post_box,,,,,,,,,,,-2.947036,43.2746616,-328064,4817335,,17
POINT (-2.9605299 43.2761965),,car_repair,,,,,,,,,,,,-2.9605299,43.2761965,-329566,4817506,,-1
POINT (-2.9272094 43.2488306),Bil&Boss,,bar,,,,,,,,,,,-2.9272094,43.2488306,-325857,4814460,bil&boss,33
POINT (-2.9250388 43.2650831),Barceló Nervión,,,hotel,,,,,,,,,,-2.9250388,43.2650831,-325615,4816269,barceló nervión,-1
POINT (-2.9276032 43.2640287),,,,hotel,,,,Calle San Vicente,6,48001.0,,,,-2.9276032,43.2640287,-325901,4816152,,-1
POINT (-2.9282579 43.26783),Hesperia Bilbao,,,hotel,,,,Paseo Campo Volantín / Campo Volantin pasealekua,28,48007.0,Hesperia,Hesperia,,-2.9282579,43.26783,-325974,4816575,hesperia bilbao,-1
POINT (-2.9444208 43.2579095),Zenit Bilbao,,,hotel,,,,,,,,,,-2.9444208,43.2579095,-327773,4815470,zenit bilbao,-1
POINT (-2.9276694 43.2608799),Taxi Abando,,taxi,,,,,,,,,,,-2.9276694,43.2608799,-325908,4815801,taxi abando,93
POINT (-2.9364549 43.2668842),Miró,,,hotel,,,,,,,,,,-2.9364549,43.2668842,-326886,4816470,miró,-1
POINT (-2.9605542 43.2768943),,,pharmacy,,pharmacy,,,,,,,,,-2.9605542,43.2768943,-329569,4817584,,-1
POINT (-2.9604305 43.276662),Banco Santander,,bank,,,,,,,,Banco Santander,Banco Santander,,-2.9604305,43.276662,-329555,4817558,banco santander,-1
POINT (-2.9602385 43.2762892),BBVA,,bank,,,,,,,,BBVA,BBVA,,-2.9602385,43.2762892,-329534,4817517,bbva,-1
POINT (-2.9619506 43.27602),Simply Market,supermarket,,,,,,,,,Simply Market,,,-2.9619506,43.27602,-329724,4817487,simply market,18
POINT (-2.9621222 43.2764027),,convenience,,,,,,,,,,,,-2.9621222,43.2764027,-329743,4817529,,18
POINT (-2.9255269 43.2619346),Decathlon,sports,,,,,,Calle Villarías / Villarias kalea,10,48001.0,Decathlon,,,-2.9255269,43.2619346,-325670,4815919,decathlon,117
POINT (-2.945369 43.2615002),Multicines,,cinema,,,,,,,,,,,-2.945369,43.2615002,-327878,4815870,multicines,-1
POINT (-2.9621818 43.2779289),San Ignazioko Osasun Zentroa,,clinic,,clinic,,,,,48015.0,,Osakidetza,,-2.9621818,43.2779289,-329750,4817699,san ignazioko osasun zentroa,-1
POINT (-2.9300243 43.2502623),El Corte Chino,variety_store,,,,,,,,,,,,-2.9300243,43.2502623,-326170,4814619,el corte chino,-1
POINT (-2.9300157 43.2613508),Fnac,electronics,,,,,,,,,Fnac,,,-2.9300157,43.2613508,-326169,4815854,fnac,102
POINT (-2.9372035 43.264428),Nikko,,restaurant,,,,,Calle Máximo Aguirre / Maximo Aguirre kalea,7,48009.0,,,japanese,-2.9372035,43.264428,-326969,4816196,nikko,128
POINT (-2.9398606 43.2584028),Etxaniz Suhiltzailearen Osasun Zentroa,,clinic,,clinic,,,,,48014.0,,Osakidetza,,-2.9398606,43.2584028,-327265,4815525,etxaniz suhiltzailearen osasun zentroa,89
POINT (-2.9371724 43.2595971),Golem Alhóndiga,,cinema,,,,,Alameda Recalde / Recalde zumarkalea,56,48010.0,,,,-2.9371724,43.2595971,-326966,4815658,golem alhóndiga,-1
POINT (-2.938108 43.2587313),Mediateka,,library,,,,,,,,,,,-2.938108,43.2587313,-327070,4815562,mediateka,-1
POINT (-2.9374912 43.259922),Bilbao Kirolak,,,,,,sports_centre,,,,,,,-2.9374912,43.259922,-327002,4815695,bilbao kirolak,-1
