geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Cordoba_hdbscan_5_5
POINT (-4.7208905 37.9142171),Biblioteca Maimónides,,library,,,,,,,,,,,-4.7208905,37.9142171,-525530,4220611,biblioteca maimónides,10
POINT (-4.7911754 37.8860159),Omeyas,,post_office,,,,,Calle de Los Omeyas,2,14005.0,,Correos,,-4.7911754,37.8860159,-533354,4217471,omeyas,65
POINT (-4.7838093 37.8859614),Taberna El Poema,,restaurant,,,,,Calle Alonso de Burgos,2,14008.0,,,spanish,-4.7838093,37.8859614,-532534,4217465,taberna el poema,-1
POINT (-4.7794186 37.8889348),,,taxi,,,,,,,,,,,-4.7794186,37.8889348,-532045,4217796,,-1
POINT (-4.7813782 37.8911217),,,taxi,,,,,,,,,,,-4.7813782,37.8911217,-532263,4218040,,-1
POINT (-4.7847031 37.8846239),,,taxi,,,,,,,,,,,-4.7847031,37.8846239,-532633,4217316,,-1
POINT (-4.7826735 37.8879293),,,taxi,,,,,,,,,,,-4.7826735,37.8879293,-532407,4217684,,74
POINT (-4.790126 37.8887162),,,taxi,,,,,,,,,,,-4.790126,37.8887162,-533237,4217772,,41
POINT (-4.791237 37.8851671),,,taxi,,,,,Avenida Medina Azahara,29,14005.0,,,,-4.791237,37.8851671,-533361,4217377,,65
POINT (-4.7916358 37.8960976),Carrefour,supermarket,,,,,,,,14011.0,Carrefour,,,-4.7916358,37.8960976,-533405,4218594,carrefour,22
POINT (-4.7609099 37.9027057),Lidl,supermarket,,,,,,,,,Lidl,,,-4.7609099,37.9027057,-529984,4219329,lidl,-1
POINT (-4.7596727 37.9039671),Dia,supermarket,,,,,,,,,Dia,,,-4.7596727,37.9039671,-529847,4219470,dia,-1
POINT (-4.7775399 37.8875476),Palacio del Bailío,,,hotel,,,,,,,,Hospes,,-4.7775399,37.8875476,-531836,4217642,palacio del bailío,-1
POINT (-4.7802628 37.882153),Carpe Diem,,,hotel,,,,Calle de Barroso,4,14003.0,,,,-4.7802628,37.882153,-532139,4217041,carpe diem,-1
POINT (-4.7923678 37.891892),Piedra,supermarket,,,,,,,,,,,,-4.7923678,37.891892,-533486,4218125,piedra,-1
POINT (-4.7805019 37.8894159),Piedra,supermarket,,,,,,Calle de los Reyes Católicos,20,14001.0,,,,-4.7805019,37.8894159,-532165,4217850,piedra,73
POINT (-4.7811255 37.8881171),Beltrami,,pharmacy,,pharmacy,,,,,,,,,-4.7811255,37.8881171,-532235,4217705,beltrami,78
POINT (-4.7795834 37.8893507),,,pharmacy,,pharmacy,,,Avenida Ronda de los Tejares,,,,,,-4.7795834,37.8893507,-532063,4217843,,-1
POINT (-4.7794761 37.8885378),La Boutique Puerta Osari,,,hotel,,,,,,,,,,-4.7794761,37.8885378,-532051,4217752,la boutique puerta osari,-1
POINT (-4.7840112 37.8816874),Colegio Santísima Trinidad I,,school,,,,,,,,,,,-4.7840112,37.8816874,-532556,4216989,colegio santísima trinidad i,-1
POINT (-4.7841108 37.8828422),NH Califa,,,hotel,,,,,,,NH,NH,,-4.7841108,37.8828422,-532567,4217118,nh califa,-1
POINT (-4.782806 37.8791968),NH Amistad,,,hotel,,,,,,,,NH,,-4.782806,37.8791968,-532422,4216712,nh amistad,86
POINT (-4.7779483 37.8834545),Archivo Histórico Provincial,,library,,,,,,,,,,,-4.7779483,37.8834545,-531881,4217186,archivo histórico provincial,-1
POINT (-4.790812 37.8820337),,,taxi,,,,,,,,,,,-4.790812,37.8820337,-533313,4217028,,67
POINT (-4.7915435 37.884755),Mercadona,supermarket,,,,,,,,,Mercadona,,,-4.7915435,37.884755,-533395,4217331,mercadona,65
POINT (-4.7849441 37.9106213),Colegio Calasancio de Madres Escolapias,,school,,,,,,,,,,,-4.7849441,37.9106213,-532660,4220210,colegio calasancio de madres escolapias,-1
POINT (-4.8011819 37.91665),Escuela Infantil Los Globos,,school,,,,,,,,,,,-4.8011819,37.91665,-534468,4220881,escuela infantil los globos,-1
POINT (-4.8033466 37.9151416),Crisol Jardines de Córdoba,,,hotel,,,,Calle Poeta Alonso Bonilla,3,14012.0,Crisol Hotels,,,-4.8033466,37.9151416,-534709,4220714,crisol jardines de córdoba,-1
POINT (-4.794952 37.9146022),Colegio El Encinar,,school,,,,,,,,,,,-4.794952,37.9146022,-533774,4220654,colegio el encinar,-1
POINT (-4.7730494 37.8831092),,,pharmacy,,pharmacy,,,,,,,,,-4.7730494,37.8831092,-531336,4217148,,68
POINT (-4.7970722 37.9002123),"Cinesur ""El Tablero""",,cinema,,,,,,,14012.0,,,,-4.7970722,37.9002123,-534010,4219052,"cinesur ""el tablero""",-1
POINT (-4.7780403 37.8977412),La Bodega,,bar,,,,,María Pineda,,14006.0,,,,-4.7780403,37.8977412,-531891,4218777,la bodega,39
POINT (-4.7777135 37.8839136),Hotel Conde de Cárdenas,,,hotel,,,,Calle Conde de Cárdenas,9,14002.0,,,,-4.7777135,37.8839136,-531855,4217237,hotel conde de cárdenas,-1
POINT (-4.7988497 37.8938571),Mercadona,supermarket,,,,,,,,,Mercadona,,,-4.7988497,37.8938571,-534208,4218344,mercadona,-1
POINT (-4.7938041 37.8903832),Alsara,supermarket,,,,,,,,,,,,-4.7938041,37.8903832,-533646,4217957,alsara,-1
POINT (-4.7924656 37.8889205),Colegio Nuñez Herrera,,school,,,,,,,,,,,-4.7924656,37.8889205,-533497,4217795,colegio nuñez herrera,-1
POINT (-4.7511556 37.897409),Heladería Toñi,,cafe,,,,,Virgen de Fatima,79,14014.0,,,ice_cream,-4.7511556,37.897409,-528899,4218740,heladería toñi,21
POINT (-4.7517027 37.8974671),Farmacia Licenciado Pedro Moreno,,pharmacy,,pharmacy,,,Avenida Virgen de Fatima,,14014.0,,,,-4.7517027,37.8974671,-528960,4218746,farmacia licenciado pedro moreno,21
POINT (-4.7532117 37.8983585),Más Ahorro,supermarket,,,,,,,,14014.0,,,,-4.7532117,37.8983585,-529128,4218845,más ahorro,21
POINT (-4.7574443 37.8914032),Oficina de Correos,,post_office,,,,,,,,Oficina de Correos,,,-4.7574443,37.8914032,-529599,4218071,oficina de correos,-1
POINT (-4.7576937 37.8931537),Cafetería Los Principes,,cafe,,,,,Avenida Hnos. Juan Fernandez,,,,,coffee_shop,-4.7576937,37.8931537,-529626,4218266,cafetería los principes,-1
POINT (-4.8059032 37.8863842),"Bar de tapas ""Chop""",,cafe,,,,,,,,,,spanish,-4.8059032,37.8863842,-534993,4217512,"bar de tapas ""chop""",35
POINT (-4.8057235 37.8864307),O Mamma Mia,,restaurant,,,,,,,,,,italian,-4.8057235,37.8864307,-534973,4217517,o mamma mia,35
POINT (-4.806394 37.8862508),,,pharmacy,,,,,,,,,,,-4.806394,37.8862508,-535048,4217497,,35
POINT (-4.802714 37.8863101),Cafeteria Indalo,,cafe,,,,,,,,,,spanish,-4.802714,37.8863101,-534638,4217504,cafeteria indalo,36
POINT (-4.8015285 37.885493),Dali,,restaurant,,,,,,,,,,italian,-4.8015285,37.885493,-534506,4217413,dali,-1
POINT (-4.8100083 37.9955627),Don Paula Hotel,,,hotel,,,,Pineda Plaza,2,14003.0,,,,-4.8100083,37.9955627,-535450,4229666,don paula hotel,-1
POINT (-4.7604122 37.9309396),Proxy,supermarket,,,,,,,,,,,,-4.7604122,37.9309396,-529929,4222472,proxy,6
POINT (-4.7585775 37.9253372),Multitienda Supermercado Torreblancca,supermarket,,,,,,,,,,,,-4.7585775,37.9253372,-529725,4221849,multitienda supermercado torreblancca,6
POINT (-4.755017 37.924598),Cardador Sierra,,restaurant,,,,,,,,,,spanish,-4.755017,37.924598,-529328,4221766,cardador sierra,6
POINT (-4.7772708 37.8972056),Farmacia Valdivia,,pharmacy,,pharmacy,,,,,,,,,-4.7772708,37.8972056,-531806,4218717,farmacia valdivia,39
POINT (-4.7771071 37.8948156),La Abaceria,,restaurant,,,,,,,,,,spanish,-4.7771071,37.8948156,-531788,4218451,la abaceria,-1
POINT (-4.7845905 37.8827163),Farmacia Laguna,,pharmacy,,pharmacy,,,,,,,,,-4.7845905,37.8827163,-532621,4217104,farmacia laguna,-1
POINT (-4.7939729 37.873672),Farmacia Ruiz Fernández,,pharmacy,,pharmacy,,,,,,,,,-4.7939729,37.873672,-533665,4216097,farmacia ruiz fernández,-1
POINT (-4.7785394 37.8966574),Mercadona,supermarket,,,,,,,,,Mercadona,,,-4.7785394,37.8966574,-531947,4218656,mercadona,39
POINT (-4.7749319 37.8993095),Dia,supermarket,,,,,,,,,Dia,,,-4.7749319,37.8993095,-531545,4218951,dia,-1
POINT (-4.744229 37.9377592),Restaurante Cortijo Dos Fuentes,,restaurant,,,,,,,,,,,-4.744229,37.9377592,-528128,4223231,restaurante cortijo dos fuentes,-1
POINT (-4.7765832 37.895036),Con acento,,restaurant,,,,,Avenida Al-Nasir,13,14006.0,,,steak_house,-4.7765832,37.895036,-531729,4218475,con acento,-1
POINT (-4.7753013 37.8955144),Pizzon Piza,,restaurant,,,,,,,,,,spanish,-4.7753013,37.8955144,-531587,4218529,pizzon piza,39
POINT (-4.7607119 37.8779724),Pizzon Pizza,,restaurant,,,,,,,,,,pizza,-4.7607119,37.8779724,-529962,4216576,pizzon pizza,40
POINT (-4.7674415 37.8925067),Mercadona,supermarket,,,,,,Avenida Ronda del Marrubial,27,14007.0,Mercadona,,,-4.7674415,37.8925067,-530712,4218194,mercadona,-1
POINT (-4.8946462 37.9389964),Baños de Popea,,,viewpoint,,,,,,,,,,-4.8946462,37.9389964,-544872,4223369,baños de popea,4
POINT (-4.8086451 37.8941528),Hipercor,supermarket,,,,,,Ronda de Poniente,,14011.0,Hipercor,,,-4.8086451,37.8941528,-535298,4218377,hipercor,16
POINT (-4.9096577 37.8508432),Campo de fútbol,,,,,,stadium,,,,,,,-4.9096577,37.8508432,-546543,4213556,campo de fútbol,3
POINT (-4.7800317 37.8682922),Centro de Salud Sta. Victoria,,clinic,,clinic,,,,,,,,,-4.7800317,37.8682922,-532113,4215498,centro de salud sta. victoria,-1
POINT (-4.7601397 37.8837399),Farmacia Licenciado Pleguezuelo,,pharmacy,,pharmacy,,,,,,,Licenciado Pleguezuelo,,-4.7601397,37.8837399,-529899,4217218,farmacia licenciado pleguezuelo,-1
POINT (-4.7598231 37.8807966),Farmacia-Ortopedia,,pharmacy,,pharmacy,,,,,,,,,-4.7598231,37.8807966,-529864,4216890,farmacia-ortopedia,42
POINT (-4.7819054 37.8800938),El Churrasco,,restaurant,,,,,,,,,,,-4.7819054,37.8800938,-532322,4216812,el churrasco,-1
POINT (-4.7220061 37.9134638),Cafetería Averroes,,cafe,,,,,,,,,,spanish,-4.7220061,37.9134638,-525654,4220527,cafetería averroes,10
POINT (-4.7170172 37.9150974),Cafetería Paraninfo,,cafe,,,,,,,,,,spanish,-4.7170172,37.9150974,-525098,4220709,cafetería paraninfo,10
POINT (-4.7223495 37.9146319),Cafetería Exterior,,cafe,,,,,,,,,,spanish,-4.7223495,37.9146319,-525692,4220657,cafetería exterior,10
POINT (-4.7216815 37.9146048),Área de Vigilancia de la Salud,,clinic,,clinic,,,,,,,,,-4.7216815,37.9146048,-525618,4220654,área de vigilancia de la salud,10
POINT (-4.7181318 37.9135007),,,atm,,,,,,,,Banco Santander,Banco Santander,,-4.7181318,37.9135007,-525222,4220531,,10
POINT (-4.7853298 37.8965044),"Centro de Magisterio ""Sagrado Corazón""",,university,,,,,,,,,,,-4.7853298,37.8965044,-532703,4218639,"centro de magisterio ""sagrado corazón""",38
POINT (-4.7838327 37.8952211),,,taxi,,,,,,,,,,,-4.7838327,37.8952211,-532536,4218496,,-1
POINT (-4.7644524 37.8903782),,,atm,,,,,,,,,,,-4.7644524,37.8903782,-530379,4217957,,52
POINT (-4.7865629 37.8579612),Guadalquivir Cinemas 10 3D,,cinema,,,,,,,14013.0,,,,-4.7865629,37.8579612,-532840,4214348,guadalquivir cinemas 10 3d,13
POINT (-4.7868113 37.8593429),Norauto,car_repair,,,,,,,,14013.0,Norauto,,,-4.7868113,37.8593429,-532868,4214502,norauto,13
POINT (-4.7610401 37.8942469),,,post_box,,,,,,,,Correos,Correos,,-4.7610401,37.8942469,-529999,4218388,,-1
POINT (-4.7644276 37.8903674),Banco Santander,,bank,,,,,,,,Banco Santander,,,-4.7644276,37.8903674,-530376,4217956,banco santander,52
POINT (-4.8089599 37.9154974),coSfera,,,,,yes,,,,,,,,-4.8089599,37.9154974,-535333,4220753,cosfera,-1
POINT (-4.7685277 37.885824),,,pharmacy,,pharmacy,,,,,,,,,-4.7685277,37.885824,-530833,4217450,,46
POINT (-4.7687423 37.8857926),Taberna La Magdalena,,bar,,,,,,,,,,,-4.7687423,37.8857926,-530856,4217446,taberna la magdalena,46
POINT (-4.7684766 37.8853627),Talleres La Magdalena,car_repair,,,,,,,,,,,,-4.7684766,37.8853627,-530827,4217399,talleres la magdalena,46
POINT (-4.7692143 37.8880386),,florist,,,,,,,,,,,,-4.7692143,37.8880386,-530909,4217696,,45
POINT (-4.7694264 37.887939),Momento,,bar,,,,,,,,,,,-4.7694264,37.887939,-530933,4217685,momento,45
POINT (-4.7698232 37.8881761),,hairdresser,,,,,,,,,,,,-4.7698232,37.8881761,-530977,4217712,,45
POINT (-4.765824 37.8871788),Mercadona,supermarket,,,,,,,,,Mercadona,,,-4.765824,37.8871788,-530532,4217601,mercadona,51
POINT (-4.7693287 37.8878352),La Cuchara,,restaurant,,,,,,,,,,,-4.7693287,37.8878352,-530922,4217674,la cuchara,45
POINT (-4.7684687 37.886669),El Naranjito,convenience,,,,,,,,,,,,-4.7684687,37.886669,-530826,4217544,el naranjito,46
POINT (-4.7806364 37.8949932),Taller mecánico Cruz de Juárez,car_repair,,,,,,,,,,,,-4.7806364,37.8949932,-532180,4218471,taller mecánico cruz de juárez,34
POINT (-4.780969 37.8944175),Colegio Cronista Rey Díaz,,school,,,,,,,,,,,-4.780969,37.8944175,-532217,4218407,colegio cronista rey díaz,34
POINT (-4.7802502 37.8942482),Café Bar José Vela,,bar,,,,,,,,,,,-4.7802502,37.8942482,-532137,4218388,café bar josé vela,34
POINT (-4.778719 37.8970175),Mercadona,supermarket,,,,,,,,,Mercadona,,,-4.778719,37.8970175,-531967,4218696,mercadona,39
POINT (-4.7803038 37.8944598),Casa Pedro Marisqueria,,restaurant,,,,,,,,,,,-4.7803038,37.8944598,-532143,4218411,casa pedro marisqueria,34
POINT (-4.7789056 37.9000712),BiciSport Arenas,bicycle,,,,,,,,,,,,-4.7789056,37.9000712,-531988,4219036,bicisport arenas,39
POINT (-4.7591284 37.8983075),Ciclos Castillo,bicycle,,,,,,Avenida Virgen de Fátima,,,,,,-4.7591284,37.8983075,-529786,4218840,ciclos castillo,25
POINT (-4.7607491 37.9006239),,,,,,,sports_centre,,,,,,,-4.7607491,37.9006239,-529967,4219097,,-1
POINT (-4.7594084 37.8983465),,,pharmacy,,pharmacy,,,Avenida Virgen de Fátima,,,,,,-4.7594084,37.8983465,-529817,4218844,,25
POINT (-4.7592341 37.8981286),El mordisquito 2,,restaurant,,,,,Avenida Virgen de Fátima,,,,,pizza,-4.7592341,37.8981286,-529798,4218820,el mordisquito 2,25
POINT (-4.7593091 37.8988947),Pizzón Pizza,,fast_food,,,,,Nuestra señora de la merced,2,14014.0,,,pizza,-4.7593091,37.8988947,-529806,4218905,pizzón pizza,25
POINT (-4.9277865 37.8320521),Pepín,,restaurant,,,,,,,,,,,-4.9277865,37.8320521,-548561,4211464,pepín,2
POINT (-4.9264345 37.8323872),,,pharmacy,,,,,,,,,,,-4.9264345,37.8323872,-548411,4211501,,2
POINT (-4.7597259 37.8983741),hobbywash,car_repair,,,,,,,,,,,,-4.7597259,37.8983741,-529853,4218847,hobbywash,25
POINT (-4.7584652 37.8982238),,hairdresser,,,,,,,,,,,,-4.7584652,37.8982238,-529712,4218830,,25
POINT (-4.7583821 37.8980227),Neumáticos Carrion,car_repair,,,,,,,,,,,,-4.7583821,37.8980227,-529703,4218808,neumáticos carrion,25
POINT (-4.7580915 37.8983647),Piedra,convenience,,,,,,,,,,,,-4.7580915,37.8983647,-529671,4218846,piedra,25
POINT (-4.7594832 37.8983492),,hairdresser,,,,,,,,,,,,-4.7594832,37.8983492,-529826,4218844,,25
POINT (-4.7590392 37.8981159),Jardín de Fatima,florist,,,,,,,,,,,,-4.7590392,37.8981159,-529776,4218818,jardín de fatima,25
POINT (-4.7588944 37.8981053),Supermercado Alzhara Maria,convenience,,,,,,,,,,,,-4.7588944,37.8981053,-529760,4218817,supermercado alzhara maria,25
POINT (-4.7975879 37.8741908),Talleres Hermanos Márquez,car_repair,,,,,,,,,,,,-4.7975879,37.8741908,-534067,4216155,talleres hermanos márquez,-1
POINT (-4.7521339 37.8820416),Café Bar El Camino,,cafe,,,,,,,,,,,-4.7521339,37.8820416,-529008,4217029,café bar el camino,-1
POINT (-4.7756896 37.8905084),Colaborativa.eu,,,,,coworking,,Calle Marroquíes,2,,,,,-4.7756896,37.8905084,-531630,4217971,colaborativa.eu,50
POINT (-4.816486 37.9294499),Mirador Natural de Córdoba,,,viewpoint,,,,,,,,,,-4.816486,37.9294499,-536171,4222306,mirador natural de córdoba,-1
POINT (-4.7700034 38.0021421),Bar Casa Bruno,,cafe,,,,,,,,,,,-4.7700034,38.0021421,-530997,4230398,bar casa bruno,1
POINT (-4.7596262 37.8809117),,,post_box,,,,,,,,Correos,Correos,,-4.7596262,37.8809117,-529842,4216903,,42
POINT (-4.7564763 37.8966801),Vulcanizados Conde,car_repair,,,,,,Avenida de Carlos III,49,14014.0,,,,-4.7564763,37.8966801,-529491,4218658,vulcanizados conde,25
POINT (-4.7639115 37.8946761),Cinco Caballeros,,pharmacy,,,,,,,,,,,-4.7639115,37.8946761,-530319,4218435,cinco caballeros,-1
POINT (-4.7622936 37.8940962),,,pharmacy,,,,,,,,,,,-4.7622936,37.8940962,-530139,4218371,,33
POINT (-4.7750292 37.8812964),Apartamentos El Potro,,,hotel,,,,,,,,,,-4.7750292,37.8812964,-531556,4216946,apartamentos el potro,82
POINT (-4.7606919 37.8850471),Piedra,supermarket,,,,,,,,,,,,-4.7606919,37.8850471,-529960,4217363,piedra,-1
POINT (-4.7821121 37.8784849),Las Casas de la Juderia,,,hotel,,,,Calle Tomás Conde,10,14004.0,,"Hoteles, Casas y Palacios de España",,-4.7821121,37.8784849,-532345,4216633,las casas de la juderia,86
POINT (-4.7785049 37.8885218),CoRab21 Coworking,,,,,coworking,,Plaza Doblas,,,,,,-4.7785049,37.8885218,-531943,4217750,corab21 coworking,-1
POINT (-4.7831028 37.8897837),El Madrigal de Don Gonzalo,,restaurant,,,,,Avenida del Gran Capitán,34,,,,spanish,-4.7831028,37.8897837,-532455,4217891,el madrigal de don gonzalo,71
POINT (-4.8275836 37.9161263),,,,viewpoint,,,,,,,,,,-4.8275836,37.9161263,-537407,4220823,,-1
POINT (-4.8300218 37.9163817),,,,viewpoint,,,,,,,,,,-4.8300218,37.9163817,-537678,4220852,,-1
POINT (-4.8981225 37.9267861),Restaurante El Candil,,restaurant,,,,,,,,,,,-4.8981225,37.9267861,-545259,4222010,restaurante el candil,4
POINT (-4.8982478 37.926724),Bar El Candil,,bar,,,,,,,,,,,-4.8982478,37.926724,-545273,4222003,bar el candil,4
POINT (-4.8979154 37.9262514),La Tabernita,,restaurant,,,,,,,,,,regional,-4.8979154,37.9262514,-545236,4221950,la tabernita,4
POINT (-4.8987135 37.9268229),El mesón,,bar,,,,,,,,,,,-4.8987135,37.9268229,-545325,4222014,el mesón,4
POINT (-4.8984405 37.9268085),,,bar,,,,,,,,,,,-4.8984405,37.9268085,-545294,4222012,,4
POINT (-4.8981255 37.9266797),Proxi,supermarket,,,,,,,,,Proxi,,,-4.8981255,37.9266797,-545259,4221998,proxi,4
POINT (-4.8385775 37.9690471),,,bar,,,,,,,,,,,-4.8385775,37.9690471,-538630,4226714,,-1
POINT (-4.8584486 37.9068437),Mirador de Las Niñas,,,viewpoint,,,,,,,,,,-4.8584486,37.9068437,-540842,4219790,mirador de las niñas,-1
POINT (-4.8988221 37.9268795),,,bar,,,,,,,,,,,-4.8988221,37.9268795,-545337,4222020,,4
POINT (-4.7336088 37.8999519),Diz Mobiliario de Oficina,furniture,,,,,,Calle de Estocolmo,29-30,14014.0,,,,-4.7336088,37.8999519,-526945,4219023,diz mobiliario de oficina,8
POINT (-4.7778845 37.8921868),Asesoría Manuel González Cantón,,,,,lawyer,,Plaza del Moreno,4,14001.0,,,,-4.7778845,37.8921868,-531874,4218158,asesoría manuel gonzález cantón,62
POINT (-4.779455 37.884787),Expression London,,restaurant,,,,,,,,,,,-4.779455,37.884787,-532049,4217334,expression london,95
POINT (-4.7687744 37.8995734),La Oportunidad,electronics,,,,,,Avenida Profesor Arnold Joseph Toynbee,37,14007.0,,,,-4.7687744,37.8995734,-530860,4218981,la oportunidad,18
POINT (-4.7848263 37.8977351),Oficina de Correos Santa Rosa,,post_office,,,,,Calle el Nogal,23,,,Correos,,-4.7848263,37.8977351,-532647,4218776,oficina de correos santa rosa,38
POINT (-4.7846265 37.8979235),Cantarero García,,pharmacy,,pharmacy,,,,,,,,,-4.7846265,37.8979235,-532625,4218797,cantarero garcía,38
POINT (-4.7857122 37.8981175),Taco Bell,,fast_food,,,,,Avenida del Brillante,26,14012.0,Taco Bell,,tex-mex,-4.7857122,37.8981175,-532745,4218818,taco bell,38
POINT (-4.7204511 37.9162866),Hospital Clínico Veterinario,,veterinary,,,,,,,,,,,-4.7204511,37.9162866,-525481,4220841,hospital clínico veterinario,10
POINT (-4.76303 37.8770753),Farmacia Navarro & Bonilla,chemist,,,,,,Calle Periodista José Luis de Córdoba,1,14010.0,,,,-4.76303,37.8770753,-530220,4216476,farmacia navarro & bonilla,-1
POINT (-4.7828379 37.8970763),Farmacia La Palmera,,pharmacy,,pharmacy,,,Calle La Palmera,10,14006.0,,,,-4.7828379,37.8970763,-532426,4218703,farmacia la palmera,38
POINT (-4.7932993 37.8812855),Farmacia Milagros,,pharmacy,,pharmacy,,,Gran Vía Parque,33,14005.0,,,,-4.7932993,37.8812855,-533590,4216945,farmacia milagros,-1
POINT (-4.7930506 37.8838761),Farmacia Ostos,,pharmacy,,pharmacy,,,Calle Infanta Doña María,5,14005.0,,,,-4.7930506,37.8838761,-533562,4217233,farmacia ostos,-1
POINT (-4.7941825 37.8855611),Farmacia Piriz Salgado,,pharmacy,,pharmacy,,,Avenida Medina Azahara,34,14005.0,,,,-4.7941825,37.8855611,-533688,4217421,farmacia piriz salgado,58
POINT (-4.7911252 37.8851087),,,pharmacy,,pharmacy,,,Avenida Medina Azahara,29,14005.0,,,,-4.7911252,37.8851087,-533348,4217370,,65
POINT (-4.7864041 37.885396),Pabellones Militares,,pharmacy,,pharmacy,,,Avenida Republica Argentina,,,,,,-4.7864041,37.885396,-532823,4217402,pabellones militares,-1
POINT (-4.7871336 37.8882199),,,pharmacy,,pharmacy,,,Avenida Mozárabes,,,,,,-4.7871336,37.8882199,-532904,4217717,,-1
POINT (-4.7872302 37.8912469),,,pharmacy,,pharmacy,,,Calle Luis Ponce de León,,,,,,-4.7872302,37.8912469,-532914,4218054,,-1
POINT (-4.7827032 37.8964795),Farmacia Orti Alcantar-Concepción,,pharmacy,,pharmacy,,,Calle El Almendro,,14006.0,,,,-4.7827032,37.8964795,-532411,4218636,farmacia orti alcantar-concepción,-1
POINT (-4.7758244 37.8841313),Taberna Salinas,,restaurant,,,,,Calle Tundidores,3,14002.0,,,spanish,-4.7758244,37.8841313,-531645,4217261,taberna salinas,88
POINT (-4.7811552 37.8803288),Bodega Taberna Rafaé,,restaurant,,,,,,,,,,,-4.7811552,37.8803288,-532238,4216838,bodega taberna rafaé,86
POINT (-4.7812529 37.8797422),Casa Pepe de la Judería,,restaurant,,,,,,,,,,,-4.7812529,37.8797422,-532249,4216773,casa pepe de la judería,86
POINT (-4.7807233 37.8799022),El Caballo Rojo,,restaurant,,,,,Calle del Cardenal Herrero,28,,,,,-4.7807233,37.8799022,-532190,4216791,el caballo rojo,86
POINT (-4.7809186 37.8795344),Caja Rural,,atm,,,,,,,,Caja Rural,Caja Rural,,-4.7809186,37.8795344,-532212,4216750,caja rural,86
POINT (-4.7816133 37.8790411),Cosmopolitan Food,,restaurant,,,,,,,,,,spanish,-4.7816133,37.8790411,-532289,4216695,cosmopolitan food,86
POINT (-4.7792195 37.8857514),Casa El Pisto - Taberna San Miguel,,restaurant,,,,,,,,,,,-4.7792195,37.8857514,-532023,4217442,casa el pisto - taberna san miguel,95
POINT (-4.7623794 37.8851847),Choco,,restaurant,,,,,Calle del Compositor Serrano Lucena,14,14010.0,,,,-4.7623794,37.8851847,-530148,4217379,choco,48
POINT (-4.7620073 37.8773046),Mesón El Tema,,restaurant,,,,,Calle Periodista José Luis de Córdoba,22,14010.0,,,regional,-4.7620073,37.8773046,-530107,4216502,mesón el tema,40
POINT (-4.795901 37.8742911),La Cigala del Sur,,restaurant,,,,,Calle Virgen de los Dolores,10,14004.0,,,regional,-4.795901,37.8742911,-533880,4216166,la cigala del sur,-1
POINT (-4.7806509 37.8800626),El Burlaero,,restaurant,,,,,Calleja de la Hoguera,5,14003.0,,,regional,-4.7806509,37.8800626,-532182,4216809,el burlaero,86
POINT (-4.7518634 37.8972786),Aparkao Gastrobar,,restaurant,,,,,Avenida Virgen de Fátima,72,14014.0,,,regional,-4.7518634,37.8972786,-528977,4218725,aparkao gastrobar,21
POINT (-4.9222327 37.8467375),Los Arcos,,restaurant,,,,,Avenida de Palma del Río,,,,,regional,-4.9222327,37.8467375,-547943,4213099,los arcos,3
POINT (-4.79362 37.94216),Santo Domingo,,restaurant,,,,,Avenida San José de Calasanz,,14012.0,,,regional,-4.79362,37.94216,-533626,4223721,santo domingo,-1
POINT (-4.7781876 37.9085763),La Esencia Andaluza,,restaurant,,,,,Juan Latino,24,,,,regional,-4.7781876,37.9085763,-531908,4219983,la esencia andaluza,15
POINT (-4.7983982 37.8795178),La Cervecita & Co,,restaurant,,,,,Calle José María Martorell,8,14005.0,,,,-4.7983982,37.8795178,-534158,4216748,la cervecita & co,61
POINT (-4.7608954 37.8925431),Bar Julián,,restaurant,,,,,Calle Julio Alarcón,29,14007.0,,,regional,-4.7608954,37.8925431,-529983,4218198,bar julián,-1
POINT (-4.7737616 37.8713043),Séneca,,restaurant,,,,,Calle de Algazel,2,14009.0,,,regional,-4.7737616,37.8713043,-531415,4215834,séneca,-1
POINT (-4.7912916 37.8773131),El Capricho de Vistalegre,,restaurant,,,,,Plaza de Vista Alegre,1,14004.0,,,,-4.7912916,37.8773131,-533367,4216502,el capricho de vistalegre,-1
POINT (-4.7652931 37.8977076),Mesón Los Tamicos II,,restaurant,,,,,Avenida de Carlos III,1,14014.0,,,regional,-4.7652931,37.8977076,-530472,4218773,mesón los tamicos ii,32
POINT (-4.7956507 37.8775243),Casa Fran,,restaurant,,,,,"Calle Manuel Fuentes ""Bocanegra""",31,14005.0,,,regional,-4.7956507,37.8775243,-533852,4216526,casa fran,56
POINT (-4.7678919 37.8818948),Los Mochuelos,,restaurant,,,,,Calle Agustín Moreno,51,,,,regional,-4.7678919,37.8818948,-530762,4217013,los mochuelos,30
POINT (-4.7641959 37.8841528),Mesón Casa Manolín,,restaurant,,,,,Avenida de Don Miguel de Unamuno,13,14010.0,,,regional,-4.7641959,37.8841528,-530350,4217264,mesón casa manolín,-1
POINT (-4.7951587 37.8784874),Mesón Guerrita,,restaurant,,,,,Avenida Guerrita,18,14005.0,,,regional,-4.7951587,37.8784874,-533797,4216633,mesón guerrita,56
